time_s,torso_roll_rad,torso_pitch_rad,torso_angular_velocity_world_x_radps,torso_angular_velocity_world_y_radps,torso_height_world_m,left_pos_error_m,right_pos_error_m,gait_frequency_hz,gait_phase,gait_sin,gait_cos,gait_sin_right,gait_cos_right,base_command_x_mps,base_command_y_mps,base_command_yaw_radps
0.36,0.019056846310712656,-0.09693967121250795,0.04843168705701828,-0.1486811488866806,0.8144307136535645,0.08127821236848831,0.17467309534549713,1.0,0.3599999948828626,0.7705132961273193,-0.6374239921569824,-0.7705130577087402,0.6374242305755615,0.30000001192092896,0.0,0.0
0.38,0.021021056611511393,-0.0992183550649638,0.08864761888980865,-0.1058942973613739,0.8139413595199585,0.08131037652492523,0.1787244826555252,1.0,0.3799999968614935,0.6845471262931824,-0.728968620300293,-0.6845468878746033,0.7289688587188721,0.30000001192092896,0.0,0.0
0.4,0.02361222080599602,-0.10048474641994533,0.11040866374969482,-0.06571263074874878,0.8134432435035706,0.07867372781038284,0.1808670312166214,1.0,0.3999999676612699,0.5877854228019714,-0.8090168833732605,-0.5877853035926819,0.8090169429779053,0.30000001192092896,0.0,0.0
0.42,0.025881908167394458,-0.1008552503842242,0.07188471406698227,-0.01515949983149767,0.8128806352615356,0.07414364814758301,0.18206092715263367,1.0,0.4199999763098421,0.48175379633903503,-0.8763065934181213,-0.48175370693206787,0.8763067126274109,0.30000001192092896,0.0,0.0
0.44,0.026591141255196186,-0.1004904888610458,-0.008818741887807846,0.031210334971547127,0.8122330904006958,0.06845991313457489,0.18237578868865967,1.0,0.44000002696136453,0.368124395608902,-0.9297765493392944,-0.36812451481819153,0.9297764897346497,0.30000001192092896,0.0,0.0
0.46,0.02515872469278884,-0.09958047007180892,-0.10897808521986008,0.07163821905851364,0.8114922642707825,0.061913780868053436,0.18132491409778595,1.0,0.4599999974966,0.2486899048089981,-0.9685831665992737,-0.24868981540203094,0.9685831665992737,0.30000001192092896,0.0,0.0
0.48,0.021653675964297507,-0.09827327409550034,-0.1967722326517105,0.10521666705608368,0.8106578588485718,0.05489242076873779,0.1786576211452484,1.0,0.48000000731159836,0.12533318996429443,-0.9921147227287292,-0.12533310055732727,0.9921147227287292,0.30000001192092896,0.0,0.0
0.5,0.016291434398936586,-0.0966635846312508,-0.2820531725883484,0.1325208991765976,0.8097526431083679,0.04831007868051529,0.1745767444372177,1.0,0.500000013913767,-8.742277657347586e-08,-1.0,1.7484555314695172e-07,1.0,0.30000001192092896,0.0,0.0
0.52,0.009057968466712724,-0.09479265570882128,-0.3717632591724396,0.16385076940059662,0.8087667226791382,0.043035708367824554,0.16931118071079254,1.0,0.5199999832768307,-0.12533313035964966,-0.9921147227287292,0.12533345818519592,0.9921146631240845,0.30000001192092896,0.0,0.0
0.54,-1.82330347806716e-05,-0.09235805209691969,-0.45126819610595703,0.21547363698482513,0.8076648116111755,0.03946255147457123,0.16288012266159058,1.0,0.5399999933150581,-0.24868984520435333,-0.9685831665992737,0.2486896961927414,0.9685832262039185,0.30000001192092896,0.0,0.0
0.56,-0.010889436831927826,-0.08908550149278148,-0.5338291525840759,0.2694408893585205,0.8064481616020203,0.03764807805418968,0.15533433854579926,1.0,0.5599999985813209,-0.3681245446205139,-0.9297764897346497,0.36812442541122437,0.9297765493392944,0.30000001192092896,0.0,0.0
0.58,-0.023343414225249954,-0.0855007285403451,-0.6015040874481201,0.2762708365917206,0.8050328493118286,0.03725346177816391,0.14674830436706543,1.0,0.5800000020805073,-0.48175370693206787,-0.8763067126274109,0.4817535877227783,0.8763067722320557,0.30000001192092896,0.0,0.0
0.6,-0.03630625928504817,-0.08280962922595525,-0.7366388440132141,0.22229067981243134,0.8032649755477905,0.03772246837615967,0.13717401027679443,1.0,0.5999999716617405,-0.5877851247787476,-0.8090171217918396,0.5877848267555237,0.8090173006057739,0.30000001192092896,0.0,0.0
0.62,-0.056853304431444485,-0.08124160158800862,-1.0411770343780518,0.23299185931682587,0.8041874170303345,0.03865532577037811,0.12718409299850464,1.0,0.6200000165476451,-0.6845471858978271,-0.7289685606956482,0.6845471262931824,0.728968620300293,0.30000001192092896,0.0,0.0
0.64,-0.07845140771393261,-0.08047278027081638,-1.0248279571533203,0.18329885601997375,0.8072518706321716,0.04053753986954689,0.11748326569795609,1.0,0.640000025782733,-0.7705133557319641,-0.6374238729476929,0.7705132961273193,0.6374239325523376,0.30000001192092896,0.0,0.0
0.66,-0.0982281251926451,-0.08045975574861021,-0.913304328918457,0.12229659408330917,0.811152458190918,0.04334326088428497,0.10923998057842255,1.0,0.6599999649241758,-0.8443278074264526,-0.5358269810676575,0.844327986240387,0.5358266830444336,0.30000001192092896,0.0,0.0
0.68,-0.11387901525395798,-0.0808910047528781,-0.6674304008483887,0.07751109451055527,0.8148535490036011,0.04589996859431267,0.10231953859329224,1.0,0.6800000483271601,-0.9048271775245667,-0.4257790148258209,0.9048272967338562,0.42577871680259705,0.30000001192092896,0.0,0.0
0.7000000000000001,-0.12436824139188495,-0.08099229642046359,-0.42500466108322144,0.06440363824367523,0.8176177144050598,0.04737888276576996,0.09628290683031082,1.0,0.6999999789484972,-0.9510564804077148,-0.3090171217918396,0.951056718826294,0.3090163469314575,0.30000001192092896,0.0,0.0
0.72,-0.13150569620562225,-0.08064076747895153,-0.30917462706565857,0.07043111324310303,0.819092333316803,0.04749743267893791,0.09137184172868729,1.0,0.7199999903720173,-0.9822872281074524,-0.18738137185573578,0.9822872877120972,0.1873810589313507,0.30000001192092896,0.0,0.0
0.74,-0.1385258720628552,-0.08009354613158909,-0.31683892011642456,0.0664169043302536,0.8197008371353149,0.04589292034506798,0.08801838010549545,1.0,0.739999998666088,-0.9980267286300659,-0.06279052793979645,0.9980267286300659,0.06279020756483078,0.30000001192092896,0.0,0.0
0.76,-0.14380748642621397,-0.08076248226314656,-0.11180119961500168,-0.03460893779993057,0.8198248147964478,0.04264463484287262,0.08650736510753632,1.0,0.7600000060677393,-0.9980267286300659,0.06279055774211884,0.9980267286300659,-0.0627908781170845,0.30000001192092896,0.0,0.0
0.78,-0.14665359003842482,-0.08245822512011929,-0.04779837280511856,-0.09340299665927887,0.8194576501846313,0.03824145719408989,0.0871095135807991,1.0,0.7800000142871547,-0.9822872281074524,0.18738140165805817,0.9822871685028076,-0.18738172948360443,0.30000001192092896,0.0,0.0
0.8,-0.14779297357654478,-0.08466953931937456,-0.0185150895267725,-0.10794971138238907,0.8189861178398132,0.033635202795267105,0.08959965407848358,1.0,0.7999999445915703,-0.9510566592216492,0.3090166747570038,0.9510566592216492,-0.30901652574539185,0.30000001192092896,0.0,0.0
