time_s,left_target_linear_velocity_x_mps,left_target_linear_velocity_y_mps,left_target_linear_velocity_z_mps,left_actual_linear_velocity_x_mps,left_actual_linear_velocity_y_mps,left_actual_linear_velocity_z_mps,right_target_linear_velocity_x_mps,right_target_linear_velocity_y_mps,right_target_linear_velocity_z_mps,right_actual_linear_velocity_x_mps,right_actual_linear_velocity_y_mps,right_actual_linear_velocity_z_mps
1.28,0.30000001192092896,1.3967443202034246e-08,0.0,0.38546982407569885,-0.01394023559987545,0.02298625186085701,0.30000001192092896,1.3967443202034246e-08,0.0,0.45136958360671997,0.016182636842131615,0.01034557819366455
1.3,0.30000001192092896,1.3967443202034246e-08,0.0,0.33935654163360596,-0.01546610239893198,0.009122103452682495,0.30000001192092896,1.3967443202034246e-08,0.0,0.42008721828460693,0.06545647978782654,0.008204385638237
1.32,0.30000001192092896,1.3967443202034246e-08,0.0,0.30013883113861084,-0.035666778683662415,0.0002474747598171234,0.30000001192092896,1.3967443202034246e-08,0.0,0.3978484272956848,0.08855044096708298,0.02330956608057022
1.34,0.30000001192092896,1.3967443202034246e-08,0.0,0.26957711577415466,-0.04656989499926567,-0.012388349510729313,0.30000001192092896,1.3967443202034246e-08,0.0,0.3763781785964966,0.1116298958659172,0.021986927837133408
1.36,0.30000001192092896,1.3967443202034246e-08,0.0,0.24615269899368286,-0.030963018536567688,-0.0020496665965765715,0.30000001192092896,1.3967443202034246e-08,0.0,0.3586947023868561,0.12892413139343262,0.01753639057278633
1.3800000000000001,0.30000001192092896,1.3967443202034246e-08,0.0,0.23475763201713562,-0.014394166879355907,-0.003565784078091383,0.30000001192092896,1.3967443202034246e-08,0.0,0.35315585136413574,0.1261550933122635,0.00990278646349907
1.4000000000000001,0.30000001192092896,1.3967443202034246e-08,0.0,0.2292999029159546,-0.015198304317891598,-0.003870974760502577,0.30000001192092896,1.3967443202034246e-08,0.0,0.35338732600212097,0.11565714329481125,0.00979488343000412
1.42,0.30000001192092896,1.3967443202034246e-08,0.0,0.21799413859844208,-0.028337309136986732,-0.00438216608017683,0.30000001192092896,1.3967443202034246e-08,0.0,0.34643030166625977,0.10480616986751556,0.0037248563021421432
1.44,0.30000001192092896,1.3967443202034246e-08,0.0,0.21103234589099884,-0.03187369927763939,0.004534339066594839,0.30000001192092896,1.3967443202034246e-08,0.0,0.3367851674556732,0.09941992163658142,0.005444204434752464
1.46,0.30000001192092896,1.3967443202034246e-08,0.0,0.21235109865665436,-0.023497192189097404,0.00255895359441638,0.30000001192092896,1.3967443202034246e-08,0.0,0.3321895897388458,0.09977950900793076,0.0024982690811157227
1.48,0.30000001192092896,1.3967443202034246e-08,0.0,0.21885760128498077,-0.013182606548070908,0.0017898902297019958,0.30000001192092896,1.3967443202034246e-08,0.0,0.33312198519706726,0.10181068629026413,0.003268027678132057
1.5,0.30000001192092896,1.3967443202034246e-08,0.0,0.2284117192029953,-0.003318709321320057,0.00022972212173044682,0.30000001192092896,1.3967443202034246e-08,0.0,0.3344624638557434,0.1068727970123291,-0.0003027021884918213
1.52,0.30000001192092896,1.3967443202034246e-08,0.0,0.23701411485671997,-0.0004197554662823677,0.0009406394092366099,0.30000001192092896,1.3967443202034246e-08,0.0,0.33394855260849,0.1140628382563591,-0.0027242926880717278
1.54,0.30000001192092896,1.3967443202034246e-08,0.0,0.24365052580833435,0.004033129662275314,0.0014623794704675674,0.30000001192092896,1.3967443202034246e-08,0.0,0.33198681473731995,0.11601763218641281,-0.006873676553368568
1.56,0.30000001192092896,1.3967443202034246e-08,0.0,0.24779047071933746,0.01150943897664547,0.0007997807115316391,0.30000001192092896,1.3967443202034246e-08,0.0,0.32864615321159363,0.11125998944044113,-0.00988135114312172
1.58,0.30000001192092896,1.3967443202034246e-08,0.0,0.2487255334854126,0.02130866050720215,0.00011591060319915414,0.30000001192092896,1.3967443202034246e-08,0.0,0.3255889415740967,0.10192326456308365,-0.009091909974813461
1.6,0.30000001192092896,1.3967443202034246e-08,0.0,0.24737410247325897,0.029363740235567093,-0.0004192243213765323,0.30000001192092896,1.3967443202034246e-08,0.0,0.3256694972515106,0.0931202620267868,-0.009291398338973522
1.62,0.30000001192092896,1.3967443202034246e-08,0.0,0.24558094143867493,0.0356125645339489,-0.0006932626711204648,0.30000001192092896,1.3967443202034246e-08,0.0,0.3294309973716736,0.08937811106443405,-0.00809283647686243
1.6400000000000001,0.30000001192092896,1.3967443202034246e-08,0.0,0.2439642697572708,0.04186518117785454,3.012828528881073e-07,0.30000001192092896,1.3967443202034246e-08,0.0,0.3368062973022461,0.09042182564735413,-0.006894395686686039
1.6600000000000001,0.30000001192092896,1.3967443202034246e-08,0.0,0.24135005474090576,0.04695111885666847,-0.0006963279447518289,0.30000001192092896,1.3967443202034246e-08,0.0,0.3463934361934662,0.09356680512428284,-0.0037882220931351185
1.68,0.30000001192092896,1.3967443202034246e-08,0.0,0.2369854748249054,0.057859160006046295,-0.00308298971503973,0.30000001192092896,1.3967443202034246e-08,0.0,0.3565303683280945,0.09688619524240494,0.00012877769768238068
1.7,0.30000001192092896,1.3967443202034246e-08,0.0,0.2298610955476761,0.08501332253217697,-0.004495658911764622,0.30000001192092896,1.3967443202034246e-08,0.0,0.36508557200431824,0.09629002213478088,0.005586947314441204
1.72,0.30000001192092896,1.3967443202034246e-08,0.0,0.21578988432884216,0.12470775097608566,-0.0072184158489108086,0.30000001192092896,1.3967443202034246e-08,0.0,0.35967400670051575,0.09709866344928741,0.013515202328562737
1.74,0.30000001192092896,1.3967443202034246e-08,0.0,0.19386568665504456,0.17632591724395752,-0.024693025276064873,0.30000001192092896,1.3967443202034246e-08,0.0,0.32424023747444153,0.09460608661174774,0.011222433298826218
1.76,0.30000001192092896,1.3967443202034246e-08,0.0,0.16814075410366058,0.2036343514919281,-0.011617319658398628,0.30000001192092896,1.3967443202034246e-08,0.0,0.28811541199684143,0.07194675505161285,0.028276823461055756
1.78,0.30000001192092896,1.3967443202034246e-08,0.0,0.16176334023475647,0.18951143324375153,-0.0016474399017170072,0.30000001192092896,1.3967443202034246e-08,0.0,0.24453142285346985,0.09579341113567352,0.03056149370968342
1.8,0.30000001192092896,1.3967443202034246e-08,0.0,0.1962844431400299,0.17422987520694733,-0.0012001083232462406,0.30000001192092896,1.3967443202034246e-08,0.0,0.24614883959293365,0.09851133078336716,0.019632413983345032
1.82,0.30000001192092896,1.3967443202034246e-08,0.0,0.2326747328042984,0.10619017481803894,-0.0034651742316782475,0.30000001192092896,1.3967443202034246e-08,0.0,0.2564215660095215,0.0577879436314106,0.005383003503084183
1.84,0.30000001192092896,1.3967443202034246e-08,0.0,0.23993852734565735,0.02598121576011181,0.0026823552325367928,0.30000001192092896,1.3967443202034246e-08,0.0,0.2643280625343323,0.059620752930641174,0.0013952851295471191
1.86,0.30000001192092896,1.3967443202034246e-08,0.0,0.23952682316303253,0.00040502159390598536,0.010232800617814064,0.30000001192092896,1.3967443202034246e-08,0.0,0.26529836654663086,0.054450441151857376,0.010375496000051498
1.8800000000000001,0.30000001192092896,1.3967443202034246e-08,0.0,0.23863385617733002,0.010071873664855957,0.007042550947517157,0.30000001192092896,1.3967443202034246e-08,0.0,0.27614253759384155,0.037845563143491745,0.0060714371502399445
1.9000000000000001,0.30000001192092896,1.3967443202034246e-08,0.0,0.22872132062911987,0.01967882737517357,0.005950660910457373,0.30000001192092896,1.3967443202034246e-08,0.0,0.28194260597229004,0.05000656098127365,0.01786002889275551
1.92,0.30000001192092896,1.3967443202034246e-08,0.0,0.21587201952934265,0.02917519211769104,0.007737923879176378,0.30000001192092896,1.3967443202034246e-08,0.0,0.28367552161216736,0.0638957992196083,0.004135817289352417
1.94,0.30000001192092896,1.3967443202034246e-08,0.0,0.2099802941083908,0.018578622490167618,7.992610335350037e-06,0.30000001192092896,1.3967443202034246e-08,0.0,0.28817811608314514,0.07314997166395187,-0.006219338625669479
1.96,0.30000001192092896,1.3967443202034246e-08,0.0,0.21250824630260468,0.00847279466688633,0.002323007211089134,0.30000001192092896,1.3967443202034246e-08,0.0,0.29921481013298035,0.06008242070674896,-0.01800362765789032
1.98,0.30000001192092896,1.3967443202034246e-08,0.0,0.22559699416160583,-0.00010319985449314117,-0.0008629392832517624,0.30000001192092896,1.3967443202034246e-08,0.0,0.31702327728271484,0.022097032517194748,-0.02878890559077263
2.0,0.30000001192092896,1.3967443202034246e-08,0.0,0.2476903796195984,-0.004150973632931709,-0.002070260001346469,0.30000001192092896,1.3967443202034246e-08,0.0,0.33472350239753723,-0.007694177329540253,-0.0362824909389019
2.02,0.30000001192092896,1.3967443202034246e-08,0.0,0.2755464017391205,0.000672508031129837,-0.0050883484072983265,0.30000001192092896,1.3967443202034246e-08,0.0,0.35045552253723145,-0.007638741284608841,-0.026465237140655518
2.04,0.30000001192092896,1.3967443202034246e-08,0.0,0.30009424686431885,0.00928305834531784,-0.0016411012038588524,0.30000001192092896,1.3967443202034246e-08,0.0,0.36096858978271484,0.010505270212888718,-0.013109938241541386
2.06,0.30000001192092896,1.3967443202034246e-08,0.0,0.31712132692337036,0.009024899452924728,-0.0005820137448608875,0.30000001192092896,1.3967443202034246e-08,0.0,0.36728283762931824,0.023312393575906754,-0.005387723445892334
2.08,0.30000001192092896,1.3967443202034246e-08,0.0,0.3271835148334503,0.008722931146621704,-0.002336296020075679,0.30000001192092896,1.3967443202034246e-08,0.0,0.37261098623275757,0.023790229111909866,-0.007719711400568485
2.1,0.30000001192092896,1.3967443202034246e-08,0.0,0.33606329560279846,0.010758783668279648,-0.0012095061829313636,0.30000001192092896,1.3967443202034246e-08,0.0,0.38520002365112305,-0.00037671998143196106,-0.008341208100318909
