time_s,left_target_angular_velocity_x_radps,left_target_angular_velocity_y_radps,left_target_angular_velocity_z_radps,left_actual_angular_velocity_x_radps,left_actual_angular_velocity_y_radps,left_actual_angular_velocity_z_radps,right_target_angular_velocity_x_radps,right_target_angular_velocity_y_radps,right_target_angular_velocity_z_radps,right_actual_angular_velocity_x_radps,right_actual_angular_velocity_y_radps,right_actual_angular_velocity_z_radps
10.88,0.0,0.0,0.0,-0.3653811812400818,-0.022183356806635857,0.30517446994781494,0.0,0.0,0.0,-0.9079440236091614,0.8001676201820374,-0.011864832602441311
10.9,0.0,0.0,0.0,-0.49694398045539856,-0.007333516608923674,0.6814054250717163,0.0,0.0,0.0,-0.4023510813713074,0.6390333771705627,0.2083447128534317
10.92,0.0,0.0,0.0,-0.5278336405754089,-0.1142224594950676,0.9378028512001038,0.0,0.0,0.0,-0.13759538531303406,0.4684095084667206,0.382363498210907
10.94,0.0,0.0,0.0,-0.22623737156391144,-0.22208815813064575,0.9523101449012756,0.0,0.0,0.0,0.09121201187372208,0.24595141410827637,0.44694283604621887
10.96,0.0,0.0,0.0,0.18966780602931976,-0.18477173149585724,0.7689779996871948,0.0,0.0,0.0,0.23787058889865875,0.1196967288851738,0.4070291519165039
10.98,0.0,0.0,0.0,0.13627314567565918,-0.10285700857639313,0.6452357172966003,0.0,0.0,0.0,0.39350956678390503,0.06706184148788452,0.3385145366191864
11.0,0.0,0.0,0.0,0.14982904493808746,-0.015825171023607254,0.6204445362091064,0.0,0.0,0.0,0.49252501130104065,0.021927479654550552,0.24454793334007263
11.02,0.0,0.0,0.0,0.12314434349536896,0.03768943250179291,0.6604854464530945,0.0,0.0,0.0,0.5759888291358948,-0.037767648696899414,0.1877632588148117
11.040000000000001,0.0,0.0,0.0,0.10782471299171448,0.11507353186607361,0.6935248374938965,0.0,0.0,0.0,0.6304258108139038,-0.11001124233007431,0.2075607180595398
11.06,0.0,0.0,0.0,-0.18259866535663605,0.13794508576393127,0.7103133201599121,0.0,0.0,0.0,0.7023267149925232,-0.15071463584899902,0.29217177629470825
11.08,0.0,0.0,0.0,-0.32079222798347473,0.16071030497550964,0.6438586115837097,0.0,0.0,0.0,0.9138599038124084,-0.2199573665857315,0.3510898947715759
11.1,0.0,0.0,0.0,-0.451871395111084,0.12486828863620758,0.5880025029182434,0.0,0.0,0.0,1.0206916332244873,-0.29153406620025635,0.37692344188690186
11.120000000000001,0.0,0.0,0.0,-0.25651511549949646,0.058063916862010956,0.4925180673599243,0.0,0.0,0.0,0.9555202126502991,-0.38790661096572876,0.43267422914505005
11.14,0.0,0.0,0.0,-0.0011905874125659466,-0.06197477877140045,0.39949849247932434,0.0,0.0,0.0,0.7682286500930786,-0.5608047246932983,0.5297649502754211
11.16,0.0,0.0,0.0,-0.0483999103307724,-0.25108981132507324,0.40806692838668823,0.0,0.0,0.0,0.17912155389785767,-0.8127496242523193,0.670281708240509
11.18,0.0,0.0,0.0,-0.0667237862944603,-0.011804185807704926,0.5106343030929565,0.0,0.0,0.0,-0.07319479435682297,-0.9517803192138672,0.6818928718566895
11.200000000000001,0.0,0.0,0.0,-0.3954522907733917,-0.09975408017635345,0.46236830949783325,0.0,0.0,0.0,0.22604908049106598,-1.090552568435669,0.638972818851471
11.22,0.0,0.0,0.0,0.09436308592557907,0.11424155533313751,0.19225706160068512,0.0,0.0,0.0,0.4640796184539795,-0.8080468773841858,0.465997576713562
11.24,0.0,0.0,0.0,0.10164137929677963,0.18720516562461853,0.00890155229717493,0.0,0.0,0.0,0.8391746878623962,-0.5143571496009827,0.4137765169143677
11.26,0.0,0.0,0.0,-0.1569361835718155,0.24851839244365692,0.031124986708164215,0.0,0.0,0.0,0.9703002572059631,-0.2915267050266266,0.3048126995563507
11.28,0.0,0.0,0.0,0.1717902421951294,0.296008825302124,-0.00030470103956758976,0.0,0.0,0.0,0.26880255341529846,-0.25867387652397156,0.12374395877122879
11.3,0.0,0.0,0.0,0.3702281713485718,0.2839224338531494,-0.03272167965769768,0.0,0.0,0.0,-0.40771299600601196,-0.3937290608882904,0.07347053289413452
11.32,0.0,0.0,0.0,0.4882259666919708,0.28524160385131836,-0.18979497253894806,0.0,0.0,0.0,-0.9166693687438965,-0.39728668332099915,0.024794939905405045
