step,time_s,left_pos_error_m,right_pos_error_m,mean_pos_error_m,mean_rot_error_deg,mean_lin_vel_error_mps,mean_ang_vel_error_radps,mean_virtual_force_error_n,mean_force_estimator_error_n,left_target_position_x_m,left_target_position_y_m,left_target_position_z_m,left_actual_position_x_m,left_actual_position_y_m,left_actual_position_z_m,left_target_quaternion_w,left_target_quaternion_x,left_target_quaternion_y,left_target_quaternion_z,left_actual_quaternion_w,left_actual_quaternion_x,left_actual_quaternion_y,left_actual_quaternion_z,left_target_linear_velocity_x_mps,left_target_linear_velocity_y_mps,left_target_linear_velocity_z_mps,left_actual_linear_velocity_x_mps,left_actual_linear_velocity_y_mps,left_actual_linear_velocity_z_mps,left_target_angular_velocity_x_radps,left_target_angular_velocity_y_radps,left_target_angular_velocity_z_radps,left_actual_angular_velocity_x_radps,left_actual_angular_velocity_y_radps,left_actual_angular_velocity_z_radps,left_target_force_x_n,left_target_force_y_n,left_target_force_z_n,left_actual_force_x_n,left_actual_force_y_n,left_actual_force_z_n,left_estimated_force_x_n,left_estimated_force_y_n,left_estimated_force_z_n,left_target_csv_hand_on_payload_force_x_n,left_target_csv_hand_on_payload_force_y_n,left_target_csv_hand_on_payload_force_z_n,left_target_moment_x_nm,left_target_moment_y_nm,left_target_moment_z_nm,right_target_position_x_m,right_target_position_y_m,right_target_position_z_m,right_actual_position_x_m,right_actual_position_y_m,right_actual_position_z_m,right_target_quaternion_w,right_target_quaternion_x,right_target_quaternion_y,right_target_quaternion_z,right_actual_quaternion_w,right_actual_quaternion_x,right_actual_quaternion_y,right_actual_quaternion_z,right_target_linear_velocity_x_mps,right_target_linear_velocity_y_mps,right_target_linear_velocity_z_mps,right_actual_linear_velocity_x_mps,right_actual_linear_velocity_y_mps,right_actual_linear_velocity_z_mps,right_target_angular_velocity_x_radps,right_target_angular_velocity_y_radps,right_target_angular_velocity_z_radps,right_actual_angular_velocity_x_radps,right_actual_angular_velocity_y_radps,right_actual_angular_velocity_z_radps,right_target_force_x_n,right_target_force_y_n,right_target_force_z_n,right_actual_force_x_n,right_actual_force_y_n,right_actual_force_z_n,right_estimated_force_x_n,right_estimated_force_y_n,right_estimated_force_z_n,right_target_csv_hand_on_payload_force_x_n,right_target_csv_hand_on_payload_force_y_n,right_target_csv_hand_on_payload_force_z_n,right_target_moment_x_nm,right_target_moment_y_nm,right_target_moment_z_nm
298,5.98,0.020236948505043983,0.012362616136670113,0.016299782320857048,7.28389310836792,0.05514620617032051,0.5809968709945679,0.6182437539100647,0.08723627775907516,2.19608736038208,0.2118571400642395,0.9192401170730591,2.1779017448425293,0.22073149681091309,0.9194924831390381,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.957500696182251,-0.2825925350189209,0.044720347970724106,0.03652289882302284,0.30000001192092896,1.3967443202034246e-08,0.0,0.22969406843185425,0.028075313195586205,0.0030555836856365204,0.0,0.0,0.0,0.03678267449140549,-0.184681698679924,0.6188607215881348,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.17918404936790466,-0.00951731950044632,-0.018920226022601128,-0.058219678699970245,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.1960859298706055,-0.21185268461704254,0.9192285537719727,2.1839535236358643,-0.21070393919944763,0.9213067293167114,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9400836825370789,0.32019948959350586,0.10452354699373245,-0.05281784012913704,0.30000001192092896,1.3967443202034246e-08,0.0,0.2954699993133545,0.013793457299470901,-0.03132560849189758,0.0,0.0,0.0,0.47461673617362976,0.13906554877758026,0.14403393864631653,0.0,0.0,-0.24525000154972076,0.0,0.0,-1.4156715869903564,-0.014771237038075924,0.010119934566318989,-1.3672051429748535,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
299,6.0,0.021718820556998253,0.012268717400729656,0.016993768513202667,7.455944061279297,0.05372993275523186,0.8146860599517822,0.4657858610153198,0.06043218448758125,2.202087163925171,0.2118571400642395,0.9192401170730591,2.182528495788574,0.22129739820957184,0.9194574952125549,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9587007761001587,-0.27818918228149414,0.042009323835372925,0.041700027883052826,0.30000001192092896,1.3967443202034246e-08,0.0,0.23203745484352112,0.029059898108243942,-0.003737693652510643,0.0,0.0,0.0,0.5695817470550537,-0.057784922420978546,0.5254234671592712,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.1393176168203354,-0.00042220327304676175,-0.0072060744278132915,-0.08129040151834488,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2020859718322754,-0.21185268461704254,0.9192285537719727,2.1900105476379395,-0.21037985384464264,0.920820951461792,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9376581311225891,0.32746145129203796,0.10507536679506302,-0.05025418475270271,0.30000001192092896,1.3967443202034246e-08,0.0,0.3039788007736206,0.018390370532870293,-0.027657076716423035,0.0,0.0,0.0,0.8224561214447021,-0.08502304553985596,0.206790030002594,0.0,0.0,-0.24525000154972076,0.0,0.0,-1.0708893537521362,0.0012179466430097818,-0.008886775933206081,-1.0091476440429688,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
300,6.0200000000000005,0.023153342306613922,0.01203980203717947,0.017596572637557983,7.553701877593994,0.055408887565135956,0.6337394714355469,0.273502916097641,0.07716785371303558,2.208087205886841,0.2118571400642395,0.9192401170730591,2.187385082244873,0.22222363948822021,0.9194296002388,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9593125581741333,-0.27549290657043457,0.04022691398859024,0.04695607349276543,0.30000001192092896,1.3967443202034246e-08,0.0,0.2513536214828491,0.06167192757129669,-0.003571378532797098,0.0,0.0,0.0,0.22203142940998077,0.03859429061412811,0.5825515389442444,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.1232372298836708,-0.0008118930272758007,0.008525644429028034,-0.10698314756155014,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2080860137939453,-0.21185268461704254,0.9192285537719727,2.1962106227874756,-0.2101723551750183,0.920281708240509,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.935584545135498,0.3339460790157318,0.1042824536561966,-0.04782009497284889,0.30000001192092896,1.3967443202034246e-08,0.0,0.30984434485435486,0.006939912214875221,-0.02984946221113205,0.0,0.0,0.0,0.6121752858161926,-0.16056746244430542,0.11279816180467606,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.6702430248260498,0.010447312146425247,-0.021336067467927933,-0.5363711714744568,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
301,6.04,0.02456696331501007,0.011708313599228859,0.01813763752579689,7.626570701599121,0.06602808833122253,0.712087869644165,0.10983747988939285,0.11003518104553223,2.2140872478485107,0.2118571400642395,0.9192401170730591,2.1925573348999023,0.22368744015693665,0.9194470047950745,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9593465924263,-0.2743242084980011,0.03941769152879715,0.05335396155714989,0.30000001192092896,1.3967443202034246e-08,0.0,0.2589436173439026,0.0756651759147644,0.0036137737333774567,0.0,0.0,0.0,0.08833087980747223,0.11134081333875656,0.6537278294563293,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.13586632907390594,0.003236339893192053,0.0031739138066768646,-0.07318709790706635,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2140860557556152,-0.21185268461704254,0.9192285537719727,2.202577590942383,-0.20977897942066193,0.9198108315467834,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9334471225738525,0.34074902534484863,0.10291294008493423,-0.044446609914302826,0.30000001192092896,1.3967443202034246e-08,0.0,0.32223716378211975,0.02872251346707344,-0.02804987132549286,0.0,0.0,0.0,0.6665988564491272,-0.22569407522678375,0.27386221289634705,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.35554128885269165,0.017193181440234184,-0.024659989401698112,-0.20121453702449799,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
302,6.0600000000000005,0.025964956730604172,0.011372474022209644,0.01866871491074562,7.987324237823486,0.06457579880952835,1.0296669006347656,0.06950643658638,0.08346372842788696,2.2200872898101807,0.2118571400642395,0.9192401170730591,2.1977851390838623,0.22515128552913666,0.9194850325584412,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9598603844642639,-0.2712051570415497,0.03913137689232826,0.05987197160720825,0.30000001192092896,1.3967443202034246e-08,0.0,0.26209723949432373,0.07197849452495575,-0.0004336070269346237,0.0,0.0,0.0,0.36805394291877747,0.19173647463321686,0.6194754242897034,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.17716437578201294,0.004996694624423981,-0.0010420943144708872,-0.13800564408302307,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.220085859298706,-0.21185268461704254,0.9192285537719727,2.2090883255004883,-0.20897020399570465,0.9195095300674438,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9301485419273376,0.3507804274559021,0.10156247764825821,-0.03823486715555191,0.30000001192092896,1.3967443202034246e-08,0.0,0.32201480865478516,0.039109647274017334,-0.01645737886428833,0.0,0.0,0.0,1.1877940893173218,-0.3335939347743988,0.4512832462787628,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.17432275414466858,0.015587244182825089,-0.02024337276816368,-0.04947264492511749,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
303,6.08,0.027273129671812057,0.011011973023414612,0.019142551347613335,8.389236450195312,0.05278007686138153,0.9789906144142151,0.13917075097560883,0.05757452920079231,2.2260873317718506,0.2118571400642395,0.9192401170730591,2.2030434608459473,0.22644144296646118,0.9195566773414612,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9596161842346191,-0.2704678177833557,0.03918703272938728,0.06669522821903229,0.30000001192092896,1.3967443202034246e-08,0.0,0.26118770241737366,0.05682336539030075,0.004552721977233887,0.0,0.0,0.0,0.023855097591876984,0.17155784368515015,0.6439959406852722,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.24313412606716156,-0.0004366415087133646,-0.01888330839574337,-0.22561824321746826,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.226085901260376,-0.21185268461704254,0.9192285537719727,2.215615749359131,-0.20844104886054993,0.9192465543746948,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9262577891349792,0.36189141869544983,0.10021792352199554,-0.032209232449531555,0.30000001192092896,1.3967443202034246e-08,0.0,0.32996630668640137,0.0170795526355505,-0.012231014668941498,0.0,0.0,0.0,1.2051252126693726,-0.3177763521671295,0.3370873034000397,0.0,0.0,-0.24525000154972076,0.0,0.0,0.03097563236951828,0.0012100705644115806,-0.03439560532569885,0.11347344517707825,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
304,6.1000000000000005,0.02824375592172146,0.01064828410744667,0.01944601908326149,8.795347213745117,0.06271004676818848,0.8134111166000366,0.2433324158191681,0.033986449241638184,2.2320873737335205,0.2118571400642395,0.9192401170730591,2.2083077430725098,0.22709234058856964,0.9195973873138428,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9589393138885498,-0.2714272439479828,0.03922407329082489,0.07227782905101776,0.30000001192092896,1.3967443202034246e-08,0.0,0.2632184624671936,0.01707572676241398,-0.0013133776374161243,0.0,0.0,0.0,-0.10437306761741638,0.1526990383863449,0.49381178617477417,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.2697886824607849,-0.002784566953778267,-0.01999405026435852,-0.28134238719940186,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.232085943222046,-0.21185268461704254,0.9192285537719727,2.222398519515991,-0.20743878185749054,0.9189901947975159,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9231614470481873,0.37034040689468384,0.10006770491600037,-0.02464595064520836,0.30000001192092896,1.3967443202034246e-08,0.0,0.3424557149410248,0.07130560278892517,-0.0176639836281538,0.0,0.0,0.0,0.7584238052368164,-0.20737408101558685,0.7685741782188416,0.0,0.0,-0.24525000154972076,0.0,0.0,0.21687614917755127,-0.0018212849972769618,-0.03511425107717514,0.24449791014194489,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
305,6.12,0.028801973909139633,0.010524151846766472,0.019663061946630478,9.176661491394043,0.057709354907274246,1.0202116966247559,0.17069843411445618,0.04584010690450668,2.2380871772766113,0.2118571400642395,0.9192401170730591,2.213768720626831,0.22728554904460907,0.9195980429649353,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9574716091156006,-0.27518323063850403,0.03908631578087807,0.07742557674646378,0.30000001192092896,1.3967443202034246e-08,0.0,0.27929654717445374,0.008305491879582405,-0.0006569875404238701,0.0,0.0,0.0,-0.4415914714336395,0.08691230416297913,0.553827702999115,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.25778982043266296,-0.003604995086789131,-0.023726770654320717,-0.21292179822921753,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.238085985183716,-0.21185268461704254,0.9192285537719727,2.229445219039917,-0.2058463841676712,0.9190903902053833,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9201732277870178,0.37819236516952515,0.10022963583469391,-0.014350716024637222,0.30000001192092896,1.3967443202034246e-08,0.0,0.35492897033691406,0.07454666495323181,0.009671801701188087,0.0,0.0,0.0,0.916486382484436,-0.3837854862213135,0.8792699575424194,0.0,0.0,-0.24525000154972076,0.0,0.0,0.08360707759857178,-0.0026295529678463936,-0.027000125497579575,0.11407804489135742,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
306,6.140000000000001,0.028957000002264977,0.01022923830896616,0.019593119621276855,9.448284149169922,0.04633481428027153,0.7781565189361572,0.191879004240036,0.06478574126958847,2.2440872192382812,0.2118571400642395,0.9192401170730591,2.2196507453918457,0.22738716006278992,0.9196708798408508,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9561998844146729,-0.2783227860927582,0.03800230100750923,0.08230344951152802,0.30000001192092896,1.3967443202034246e-08,0.0,0.30109673738479614,0.008402857929468155,0.005753643810749054,0.0,0.0,0.0,-0.2768630087375641,-0.04786941036581993,0.5382336378097534,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.312378466129303,-0.0042351060546934605,-0.025091348215937614,-0.23015211522579193,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2440860271453857,-0.21185268461704254,0.9192285537719727,2.236745595932007,-0.2047290802001953,0.9191284775733948,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9191073179244995,0.38119736313819885,0.09955419600009918,-0.004399112891405821,0.30000001192092896,1.3967443202034246e-08,0.0,0.3711323142051697,0.04083576425909996,-0.008174184709787369,0.0,0.0,0.0,0.22004839777946472,-0.4243154525756836,0.8200192451477051,0.0,0.0,-0.24525000154972076,0.0,0.0,0.07137952744960785,-0.007436130195856094,-0.016996975988149643,0.03203663229942322,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
307,6.16,0.028751181438565254,0.009432658553123474,0.01909191906452179,9.822754859924316,0.06596440076828003,0.8849664926528931,0.16910919547080994,0.06319922208786011,2.250087261199951,0.2118571400642395,0.9192401170730591,2.2261016368865967,0.22770313918590546,0.9197141528129578,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9560568928718567,-0.27766716480255127,0.03555744141340256,0.08713185042142868,0.30000001192092896,1.3967443202034246e-08,0.0,0.3365488648414612,0.024392681196331978,-0.0003718230873346329,0.0,0.0,0.0,0.23203633725643158,-0.11403127759695053,0.5233131647109985,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.325285404920578,-0.004237911198288202,-0.022263312712311745,-0.25395074486732483,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2500860691070557,-0.21185268461704254,0.9192285537719727,2.2443807125091553,-0.2043413370847702,0.9191710352897644,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9190295338630676,0.38215819001197815,0.09640635550022125,0.006766743026673794,0.30000001192092896,1.3967443202034246e-08,0.0,0.38797569274902344,-0.0009859353303909302,-0.0009320899844169617,0.0,0.0,0.0,0.17666958272457123,-0.8001701831817627,0.8577147722244263,0.0,0.0,-0.24525000154972076,0.0,0.0,0.012933000922203064,-0.005936217959970236,-0.0016176876379176974,0.0641147717833519,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
308,6.18,0.028318652883172035,0.008134761825203896,0.018226707354187965,10.15117073059082,0.06630146503448486,0.9425413012504578,0.18837490677833557,0.08475127816200256,2.256087303161621,0.2118571400642395,0.9192401170730591,2.2330517768859863,0.22832106053829193,0.9197396039962769,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9558386206626892,-0.2773236930370331,0.031795114278793335,0.09194052964448929,0.30000001192092896,1.3967443202034246e-08,0.0,0.34061214327812195,0.026154786348342896,-0.00783578958362341,0.0,0.0,0.0,-0.03561965003609657,-0.1859397441148758,0.5908598303794861,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.3780715763568878,-0.005613673012703657,-0.022056473419070244,-0.22645235061645508,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2560858726501465,-0.21185268461704254,0.9192285537719727,2.2520833015441895,-0.20477096736431122,0.919172465801239,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9194253087043762,0.3822220265865326,0.09072354435920715,0.0182393416762352,0.30000001192092896,1.3967443202034246e-08,0.0,0.37494388222694397,-0.03646448999643326,-0.007332567125558853,0.0,0.0,0.0,0.09523486346006393,-1.003656268119812,0.7634798288345337,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.0013217851519584656,-0.001957160420715809,0.004951825365424156,0.013961884193122387,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
309,6.2,0.027960874140262604,0.00749741867184639,0.017729146406054497,10.157413482666016,0.029025081545114517,0.9975075721740723,0.2499469518661499,0.09446027874946594,2.262087345123291,0.2118571400642395,0.9192401170730591,2.2394020557403564,0.22819793224334717,0.9196470975875854,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9542009234428406,-0.28193286061286926,0.028708066791296005,0.0958658754825592,0.30000001192092896,1.3967443202034246e-08,0.0,0.30088308453559875,-0.028303440660238266,-0.007776813581585884,0.0,0.0,0.0,-0.4267330467700958,-0.16850119829177856,0.3686682879924774,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.29995018243789673,-0.002713244641199708,0.00044442334910854697,-0.11946938186883926,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2620859146118164,-0.21185268461704254,0.9192285537719727,2.2589423656463623,-0.2050522416830063,0.9189395904541016,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9211429357528687,0.3791058361530304,0.08327017724514008,0.028995852917432785,0.30000001192092896,1.3967443202034246e-08,0.0,0.3160010874271393,0.016853265464305878,-0.016814641654491425,0.0,0.0,0.0,-0.3340156078338623,-1.1132440567016602,0.7919724583625793,0.0,0.0,-0.24525000154972076,0.0,0.0,0.19994372129440308,-0.005235875025391579,-0.003783554770052433,0.20534253120422363,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
310,6.22,0.028060637414455414,0.007604009937494993,0.017832323908805847,10.363128662109375,0.016216417774558067,1.1920137405395508,0.21094387769699097,0.18040448427200317,2.268087387084961,0.2118571400642395,0.9192401170730591,2.245096445083618,0.22793911397457123,0.9196717143058777,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9518829584121704,-0.2883792221546173,0.026034122332930565,0.10039203613996506,0.30000001192092896,1.3967443202034246e-08,0.0,0.28068816661834717,0.0004859939217567444,0.007022948935627937,0.0,0.0,0.0,-0.6912198066711426,-0.1644306182861328,0.6399102210998535,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.3089497685432434,-0.0010061858920380473,-0.0013104452518746257,-0.17954671382904053,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2680859565734863,-0.21185268461704254,0.9192285537719727,2.264976978302002,-0.20491743087768555,0.9189884662628174,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9206327795982361,0.38129231333732605,0.07429822534322739,0.039129260927438736,0.30000001192092896,1.3967443202034246e-08,0.0,0.2983150780200958,-0.003864985890686512,0.011104382574558258,0.0,0.0,0.0,0.6802497506141663,-1.1964062452316284,0.3802366554737091,0.0,0.0,-0.24525000154972076,0.0,0.0,0.11293797940015793,-0.0010921338107436895,-0.00041348853847011924,0.34433040022850037,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
311,6.24,0.027910126373171806,0.007542045786976814,0.01772608608007431,10.760517120361328,0.06364461779594421,0.6104106903076172,0.3897664546966553,0.08420068025588989,2.2740871906280518,0.2118571400642395,0.9192401170730591,2.250770330429077,0.22719024121761322,0.9196827411651611,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9505310654640198,-0.2917945981025696,0.025901496410369873,0.10332316160202026,0.30000001192092896,1.3967443202034246e-08,0.0,0.28981587290763855,-0.0638090968132019,-0.0019123656675219536,0.0,0.0,0.0,-0.12235626578330994,0.16618281602859497,0.07468824833631516,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.28065335750579834,0.004572994541376829,0.00731231365352869,-0.1834297776222229,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.2740859985351562,-0.21185268461704254,0.9192285537719727,2.27150821685791,-0.20479226112365723,0.9186058044433594,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9182471632957458,0.3875022530555725,0.06717420369386673,0.04638628661632538,0.30000001192092896,1.3967443202034246e-08,0.0,0.3510662913322449,0.00989813543856144,-0.034907907247543335,0.0,0.0,0.0,0.6922049522399902,-0.6368550062179565,0.34347763657569885,0.0,0.0,-0.24525000154972076,0.0,0.0,0.4988795518875122,9.118590241996571e-05,-0.016397377476096153,0.5677503943443298,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
312,6.26,0.027306055650115013,0.007609644439071417,0.01745785027742386,11.334859848022461,0.06880877912044525,0.8781254291534424,0.48422276973724365,0.07206027209758759,2.2800872325897217,0.2118571400642395,0.9192401170730591,2.256675958633423,0.22590340673923492,0.9197242259979248,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9498628377914429,-0.2933815121650696,0.02842865139245987,0.10430554300546646,0.30000001192092896,1.3967443202034246e-08,0.0,0.2984696626663208,-0.059824563562870026,0.0035530738532543182,0.0,0.0,0.0,-0.2354920357465744,0.2717241048812866,0.053038470447063446,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.325797975063324,0.00527842016890645,0.004526594653725624,-0.26579350233078003,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.280086040496826,-0.21185268461704254,0.9192285537719727,2.278895139694214,-0.20438677072525024,0.9183633327484131,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9136270880699158,0.3981553316116333,0.06346964091062546,0.052243608981370926,0.30000001192092896,1.3967443202034246e-08,0.0,0.37324827909469604,0.02556769922375679,-0.0036480166018009186,0.0,0.0,0.0,1.2942140102386475,-0.39159584045410156,0.33395737409591675,0.0,0.0,-0.24525000154972076,0.0,0.0,0.6426475644111633,0.005201387219130993,-0.033567942678928375,0.7191607356071472,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
313,6.28,0.026812760159373283,0.007807101588696241,0.01730993017554283,11.79079532623291,0.06028266251087189,0.5175472497940063,0.5006771087646484,0.04700906202197075,2.2860872745513916,0.2118571400642395,0.9192401170730591,2.262688159942627,0.22494345903396606,0.9196323752403259,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9498775601387024,-0.2922340929508209,0.0317532978951931,0.10641264170408249,0.30000001192092896,1.3967443202034246e-08,0.0,0.29955440759658813,-0.03896613419055939,-0.008942961692810059,0.0,0.0,0.0,0.14659443497657776,0.41946086287498474,0.12953755259513855,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.2548832595348358,0.00838375836610794,-0.007209147792309523,-0.22152560949325562,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.286085844039917,-0.21185268461704254,0.9192285537719727,2.286468029022217,-0.20411977171897888,0.9182253479957581,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9110082983970642,0.40414494276046753,0.0607999786734581,0.05508269742131233,0.30000001192092896,1.3967443202034246e-08,0.0,0.379874050617218,0.004321720451116562,-0.009756147861480713,0.0,0.0,0.0,0.5288979411125183,-0.21806217730045319,0.013978068716824055,0.0,0.0,-0.24525000154972076,0.0,0.0,0.7464709877967834,-0.004553721286356449,-0.033539142459630966,0.6982969641685486,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
314,6.3,0.026690179482102394,0.008499587886035442,0.01759488321840763,11.702913284301758,0.042767077684402466,0.5483906269073486,0.4407830834388733,0.07739195227622986,2.2920873165130615,0.2118571400642395,0.9192401170730591,2.2685434818267822,0.22442404925823212,0.919593870639801,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9492719173431396,-0.29339268803596497,0.034886471927165985,0.10764037072658539,0.30000001192092896,1.3967443202034246e-08,0.0,0.2865332067012787,-0.010872771963477135,0.002301301807165146,0.0,0.0,0.0,-0.1933681219816208,0.28335851430892944,0.017019690945744514,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.23236672580242157,0.00566475372761488,-0.0040250616148114204,-0.315725713968277,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.292085886001587,-0.21185268461704254,0.9192285537719727,2.2936179637908936,-0.20353947579860687,0.918341875076294,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9126477241516113,0.4006921052932739,0.05817050486803055,0.056001074612140656,0.30000001192092896,1.3967443202034246e-08,0.0,0.33877885341644287,0.05287756398320198,0.018280915915966034,0.0,0.0,0.0,-0.6528817415237427,-0.3689180314540863,0.07155387848615646,0.0,0.0,-0.24525000154972076,0.0,0.0,0.6234328746795654,-0.005918413866311312,-0.02323029562830925,0.6904076337814331,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
315,6.32,0.02706989087164402,0.009813028387725353,0.0184414591640234,11.465520858764648,0.053069934248924255,0.6776219606399536,0.321871280670166,0.0501849427819252,2.2980873584747314,0.2118571400642395,0.9192401170730591,2.2740743160247803,0.22434574365615845,0.9196735620498657,0.9439449906349182,-0.3256075084209442,0.02736498787999153,0.04689135402441025,0.9495987892150879,-0.2919914722442627,0.03800113871693611,0.10751263052225113,0.30000001192092896,1.3967443202034246e-08,0.0,0.26908430457115173,0.0005516959354281425,0.005390571430325508,0.0,0.0,0.0,0.21065379679203033,0.2885759770870209,-0.1637459695339203,0.0,0.0,-0.24525000154972076,0.0,0.0,-0.30307090282440186,0.0015814199578016996,-0.0007844779756851494,-0.3632424771785736,0.0,0.0,0.24525000154972076,0.0,0.0,0.0,2.298085927963257,-0.21185268461704254,0.9192285537719727,2.2999866008758545,-0.20224131643772125,0.9186767935752869,0.9439524412155151,0.32558491826057434,0.027354031801223755,-0.046905919909477234,0.9165109395980835,0.3919833302497864,0.05544227734208107,0.05729614943265915,0.30000001192092896,1.3967443202034246e-08,0.0,0.3084450364112854,0.07273485511541367,0.01504382211714983,0.0,0.0,0.0,-0.8903243541717529,-0.36454084515571594,0.01758960820734501,0.0,0.0,-0.24525000154972076,0.0,0.0,0.3406716287136078,-0.009931158274412155,-0.0036516794934868813,0.3794254660606384,0.0,0.0,0.24525000154972076,0.0,0.0,0.0
