episode_id,completed,steps,duration_s,termination_reason,mean_left_pos_error_m,max_left_pos_error_m,mean_right_pos_error_m,max_right_pos_error_m,mean_mean_pos_error_m,max_mean_pos_error_m,mean_mean_rot_error_deg,max_mean_rot_error_deg,mean_mean_lin_vel_error_mps,max_mean_lin_vel_error_mps,mean_mean_ang_vel_error_radps,max_mean_ang_vel_error_radps,mean_mean_virtual_force_error_n,max_mean_virtual_force_error_n,mean_mean_force_estimator_error_n,max_mean_force_estimator_error_n,root_start_x_m,root_end_x_m,root_delta_x_m,root_start_y_m,root_end_y_m,root_delta_y_m,root_start_z_m,root_end_z_m,root_delta_z_m,root_xy_displacement_heading_deg,max_abs_root_yaw_deg,min_torso_height_m,mean_base_action_l2,max_base_action_l2,mean_residual_action_l2,max_residual_action_l2,mean_residual_action_max_abs,max_residual_action_max_abs,mean_total_action_l2,max_total_action_l2
0,1,1000,20.0,time_out,0.04364349731375595,0.0822218805551529,0.04678891034977691,0.18237578868865967,0.045216203891896865,0.13001742959022522,8.222243780607695,20.471345901489258,0.0672915379486016,1.0295454263687134,0.7407425103692321,5.4988298416137695,0.49825474314831636,18.99700164794922,0.08407454803358536,2.7838778495788574,0.0033102398738265038,5.932933807373047,5.92962356749922,5.359831266105175e-05,0.05483831465244293,0.05478471633978188,0.778779149055481,0.7784470915794373,-0.00033205747604370117,0.5293495753538064,8.581357955932617,0.8032649755477905,7.842935482422273,10.099098205566406,0.8780519116867531,1.3348560333251953,0.43237321083252134,0.497075617313385,7.885237370644723,10.336806297302246
