time_s,left_pos_error_m,right_pos_error_m,mean_pos_error_m,mean_lin_vel_error_mps,mean_ang_vel_error_radps,mean_rot_error_rad,left_position_error_world_x_m,left_position_error_world_y_m,left_position_error_world_z_m,left_rotation_error_world_x_rad,left_rotation_error_world_y_rad,left_rotation_error_world_z_rad,left_linear_velocity_error_world_x_mps,left_linear_velocity_error_world_y_mps,left_linear_velocity_error_world_z_mps,left_angular_velocity_error_world_x_radps,left_angular_velocity_error_world_y_radps,left_angular_velocity_error_world_z_radps,right_position_error_world_x_m,right_position_error_world_y_m,right_position_error_world_z_m,right_rotation_error_world_x_rad,right_rotation_error_world_y_rad,right_rotation_error_world_z_rad,right_linear_velocity_error_world_x_mps,right_linear_velocity_error_world_y_mps,right_linear_velocity_error_world_z_mps,right_angular_velocity_error_world_x_radps,right_angular_velocity_error_world_y_radps,right_angular_velocity_error_world_z_radps
0.22,0.07030615210533142,0.11129739135503769,0.09080177545547485,0.5344012379646301,2.616777181625366,0.30526966692980845,0.04955697059631348,0.04893818497657776,0.009597718715667725,0.08659582038058568,0.21047556312714444,-0.1996138939107699,-0.0034816861152648926,-0.012946710921823978,-0.32341697812080383,3.9160871505737305,1.649604320526123,-1.6770832538604736,0.08501610159873962,0.07170586287975311,0.004199981689453125,0.30016974673182034,-0.049268222172735306,0.047097820785726385,0.22986656427383423,0.660651445388794,-0.2566838264465332,-0.29672735929489136,0.57115638256073,0.16813932359218597
0.24,0.06844411790370941,0.12276705354452133,0.09560558199882507,0.5118158459663391,2.487903594970703,0.3360906965414045,0.04718804359436035,0.04941079020500183,0.004057347774505615,0.17786823485913456,0.21915314064403138,-0.23396123176649666,-0.1811559498310089,0.053915515542030334,-0.23682677745819092,4.587169170379639,0.25323641300201416,-0.9282071590423584,0.08844739198684692,0.08513738214969635,-0.0006635189056396484,0.2982008051588975,-0.043130243393726335,0.05088861837680481,0.14936749637126923,0.671869158744812,-0.21350865066051483,0.18785832822322845,-0.08098284900188446,0.20388703048229218
0.26,0.06733880937099457,0.1327384114265442,0.10003861039876938,0.5049115419387817,1.902283787727356,0.3572923882956343,0.04147341847419739,0.05303521454334259,0.001318216323852539,0.22051035411456302,0.1987549911697057,-0.2397325848095642,-0.33554452657699585,0.25243958830833435,-0.050054654479026794,1.0821832418441772,-1.3871608972549438,0.7169187664985657,0.0905851423740387,0.09692402184009552,-0.00442051887512207,0.32633044417285945,-0.04716992587224028,0.046671149089582066,0.09664641320705414,0.5563180446624756,-0.16025115549564362,1.8132387399673462,-0.4933311343193054,-0.3112240731716156
0.28,0.06859860569238663,0.14137782156467438,0.1049882173538208,0.4962211847305298,2.2602267265319824,0.350270464738936,0.03453722596168518,0.059236571192741394,0.001993894577026367,0.20961514571321027,0.1562394552898401,-0.21342047001579725,-0.3276873230934143,0.3186514377593994,0.06840114295482635,-1.121888518333435,-2.211881637573242,1.8363386392593384,0.0919809639453888,0.107114776968956,-0.007322251796722412,0.3572125267524455,-0.0529215423949168,0.037504690097962236,0.05961485207080841,0.5112185478210449,-0.1276552379131317,1.358413815498352,-0.36251673102378845,-0.28468453884124756
0.3,0.07156793773174286,0.1502266377210617,0.11089728772640228,0.4604831337928772,1.8424439430236816,0.33213327245106034,0.02929714322090149,0.06523492932319641,0.0028375983238220215,0.18750659767353803,0.11549161755064981,-0.17660564683108482,-0.2142409086227417,0.28507548570632935,0.013091914355754852,-1.2231351137161255,-1.6814576387405396,1.9899492263793945,0.09286254644393921,0.11777757108211517,-0.00854581594467163,0.3750580696114439,-0.06082548409870333,0.03922793009319004,0.04087495803833008,0.5622413158416748,-0.021126581355929375,0.48073697090148926,-0.32590264081954956,0.5600382685661316
0.32,0.07510600984096527,0.15945279598236084,0.11727940291166306,0.40930354595184326,1.6950864791870117,0.31412484400189006,0.0260678231716156,0.0704071968793869,0.0020527243614196777,0.17202629140242312,0.0902311101699495,-0.13981579078159187,-0.13584116101264954,0.24487049877643585,-0.06367410719394684,-0.8970509767532349,-0.9225131869316101,1.8943043947219849,0.09383293986320496,0.12868033349514008,-0.007870018482208252,0.37868775844014013,-0.06845207421971491,0.05622740331862702,0.057816460728645325,0.524979293346405,0.05895236134529114,-0.1076500341296196,-0.052481722086668015,1.0936307907104492
0.34,0.07870739698410034,0.1679823100566864,0.12334485352039337,0.37016749382019043,2.238049268722534,0.2854180646901943,0.023522943258285522,0.07510928809642792,0.0003426074981689453,0.14794973389620958,0.07500820674056916,-0.10088917239860908,-0.12649324536323547,0.22558589279651642,-0.08371268212795258,-1.6356931924819946,-0.6341556906700134,2.02931547164917,0.09535625576972961,0.13816772401332855,-0.005909085273742676,0.3609796346933899,-0.0725584147880757,0.07951072164940365,0.09013229608535767,0.4450610876083374,0.11525475233793259,-1.2110412120819092,0.1800890415906906,1.3107130527496338
0.36,0.08127821236848831,0.17467309534549713,0.12797565758228302,0.25294363498687744,2.2554514408111572,0.24784871803439198,0.020925939083099365,0.07852877676486969,-0.0012181401252746582,0.11051119838420059,0.06360779668042839,-0.06103561583108899,-0.12868160009384155,0.1242217943072319,-0.05624133348464966,-2.153970241546631,-0.5286991596221924,1.86798894405365,0.0974656343460083,0.14491070806980133,-0.0034694671630859375,0.33286154714065613,-0.07298855691601554,0.09709627340698301,0.11365799605846405,0.27411141991615295,0.11541494727134705,-1.41521155834198,0.30969759821891785,0.7050594687461853
0.38,0.08131037652492523,0.1787244826555252,0.13001742959022522,0.14939871430397034,2.2977752685546875,0.20515739687782433,0.018367648124694824,0.07918880879878998,-0.001771688461303711,0.0665799760031193,0.05326444935239972,-0.027743545154333114,-0.12433940172195435,-0.030234040692448616,0.00044462457299232483,-2.2514731884002686,-0.522543728351593,1.4002536535263062,0.09978905320167542,0.14825890958309174,-0.0019704103469848633,0.2974386084549168,-0.06473696449905438,0.10077704499433834,0.11490979790687561,0.11780113726854324,0.045858029276132584,-1.7549759149551392,0.7092263698577881,-0.033570919185876846
0.4,0.07867372781038284,0.1808670312166214,0.12977038323879242,0.15250132977962494,2.021167278289795,0.16765171641683171,0.016169369220733643,0.0769830197095871,-0.0013130903244018555,0.025798715592248507,0.04413455473030884,-0.0030128653501256667,-0.0988379418849945,-0.16119880974292755,0.03775651007890701,-1.927796721458435,-0.4100503921508789,0.9922667741775513,0.1019594669342041,0.14938314259052277,-0.0013486146926879883,0.26284674247685036,-0.05101986228427528,0.09495992719241347,0.10346826910972595,0.03533577173948288,0.02511267364025116,-1.619356632232666,0.7678722143173218,-0.39740946888923645
0.42,0.07414364814758301,0.18206092715263367,0.12810228765010834,0.17811037600040436,1.8433363437652588,0.14110808970055283,0.014694571495056152,0.07267139852046967,-0.0004690885543823242,-0.001615932938537537,0.038937096257396574,0.014973361074050713,-0.059771955013275146,-0.24828770756721497,0.04354718327522278,-1.1642149686813354,-0.16961853206157684,0.7195214033126831,0.10387426614761353,0.14951808750629425,-0.0008094310760498047,0.22157899743622775,-0.03451369803888345,0.08681265162758857,0.09095719456672668,-0.0009353738278150558,0.03412803262472153,-2.080289363861084,0.9095973968505859,-0.41229164600372314
0.44,0.06845991313457489,0.18237578868865967,0.12541785836219788,0.20255862176418304,1.9823874235153198,0.11585458144009239,0.013978779315948486,0.06701713800430298,0.00023382902145385742,-0.014310378563945795,0.038909220450924015,0.02793352424740744,-0.024496614933013916,-0.30448856949806213,0.028393222019076347,-0.45498356223106384,0.09894541651010513,0.5101553797721863,0.10552313923835754,0.14874707162380219,-0.00034034252166748047,0.1633920068980068,-0.011746621001851065,0.07865732832284457,0.07790683209896088,-0.05608399957418442,0.021296456456184387,-2.9512197971343994,1.3412961959838867,-0.45916062593460083
0.46,0.061913780868053436,0.18132491409778595,0.1216193437576294,0.25222542881965637,2.1126039028167725,0.08826618830579701,0.013774633407592773,0.06035992503166199,0.0005069971084594727,-0.014426532959067982,0.043940485188247724,0.03590877416997544,-0.005117863416671753,-0.35194408893585205,0.0029503144323825836,0.14872929453849792,0.34412914514541626,0.2638239562511444,0.10684347152709961,0.14650310575962067,-0.00020617246627807617,0.09408188298101436,0.017504629111143775,0.06900487988298812,0.0604783296585083,-0.13993053138256073,-0.002238363027572632,-3.335676431655884,1.6404684782028198,-0.6089478731155396
0.48,0.05489242076873779,0.1786576211452484,0.1167750209569931,0.29455137252807617,1.9581007957458496,0.07281694115089515,0.013768434524536133,0.05313616991043091,0.0003966689109802246,-0.00735889717852604,0.052786607512623054,0.0395343808720633,0.0002506375312805176,-0.3646724224090576,-0.010509271174669266,0.3759838342666626,0.48748475313186646,0.12982910871505737,0.10766333341598511,0.1425732523202896,-0.0001785755157470703,0.031057414286664985,0.04614965637506331,0.05648090296488894,0.030693143606185913,-0.22215624153614044,-0.002349965274333954,-2.8555397987365723,1.4484539031982422,-0.7432484030723572
0.5,0.04831007868051529,0.1745767444372177,0.1114434152841568,0.300601065158844,1.4628987312316895,0.07890387046075867,0.013770341873168945,0.04630522429943085,0.0002563595771789551,-0.003820376364232423,0.06276968740181285,0.043237514690196883,-0.0006818771362304688,-0.3236443102359772,-0.006003588438034058,0.06034145504236221,0.5050583481788635,0.23748323321342468,0.10774397850036621,0.1373618096113205,8.928775787353516e-05,-0.0153309549488265,0.06757445028842532,0.042889872299400666,-0.010906428098678589,-0.2767978608608246,0.01646421104669571,-2.0247201919555664,0.9885578751564026,-0.7168216705322266
0.52,0.043035708367824554,0.16931118071079254,0.10617344081401825,0.2845868170261383,1.2747840881347656,0.09466589756331192,0.013737857341766357,0.04078325629234314,0.0002645254135131836,-0.011250621812986018,0.07244912531484157,0.05151478580573129,-0.0018516182899475098,-0.24484598636627197,0.0019490215927362442,-0.5290831923484802,0.498883992433548,0.5108980536460876,0.10690000653266907,0.1312950700521469,0.0005156397819519043,-0.047454247446930664,0.08210301768735156,0.030860920851892976,-0.06046977639198303,-0.3179352879524231,0.020962584763765335,-1.39448082447052,0.6667991280555725,-0.6076217889785767
0.54,0.03946255147457123,0.16288012266159058,0.1011713370680809,0.2628554105758667,1.2665318250656128,0.11339017539111712,0.013726770877838135,0.036997511982917786,0.00023025274276733398,-0.028613113023325223,0.08283075974472934,0.0659703035281945,0.001410067081451416,-0.15387140214443207,-0.0056366752833127975,-0.9775581359863281,0.574863851070404,0.8181450963020325,0.10497447848320007,0.12453722953796387,0.0008761286735534668,-0.06911378236562635,0.09193683155863162,0.02193627064546854,-0.11762881278991699,-0.35231900215148926,0.014758273959159851,-0.947675347328186,0.4557254910469055,-0.42631736397743225
0.56,0.03764807805418968,0.15533433854579926,0.09649121016263962,0.2390730381011963,1.4088596105575562,0.13586354321061658,0.01375734806060791,0.03504413366317749,0.00014930963516235352,-0.055270804177448965,0.0942036227323446,0.08713141536531424,0.0023571252822875977,-0.06348703056573868,-0.0021292567253112793,-1.453170895576477,0.6052632927894592,1.1479847431182861,0.10182785987854004,0.11729702353477478,0.001117408275604248,-0.0857860945735255,0.09863934223208855,0.01836890602806395,-0.18092510104179382,-0.3728402256965637,0.011512354016304016,-0.8049033284187317,0.3055221736431122,-0.1210644468665123
0.58,0.03725346177816391,0.14674830436706543,0.09200088679790497,0.23826441168785095,1.6835871934890747,0.16364901858795625,0.01374959945678711,0.034622058272361755,0.00028586387634277344,-0.0885542424672027,0.10580353684764593,0.11461894127332287,-0.0007767379283905029,0.004122777841985226,0.01802092231810093,-1.7880656719207764,0.5897436738014221,1.444277048110962,0.09741735458374023,0.10974234342575073,0.0012394189834594727,-0.1031420652003832,0.1036682309303772,0.022300470408104484,-0.24208009243011475,-0.3888064920902252,0.0038190484046936035,-0.926156222820282,0.2537757456302643,0.25749924778938293
0.6,0.03772246837615967,0.13717401027679443,0.08744823932647705,0.2737061679363251,1.9127230644226074,0.19549671344453465,0.01365959644317627,0.03515459597110748,0.0007451772689819336,-0.12447882915615048,0.11723677869060033,0.1469938588019529,0.0012621283531188965,0.03849100321531296,0.036006860435009,-1.9185230731964111,0.5441659092903137,1.6361618041992188,0.09191951155662537,0.10181441903114319,0.0011546611785888672,-0.12115386421280815,0.10782494269404332,0.03295733837546273,-0.2753315567970276,-0.41093868017196655,-0.00633389875292778,-1.0810797214508057,0.16645531356334686,0.5965864062309265
0.62,0.03865532577037811,0.12718409299850464,0.08291970938444138,0.3218114972114563,2.1043405532836914,0.22880891387406121,0.013917088508605957,0.03599993884563446,0.002133965492248535,-0.16247493073188118,0.12161078775446009,0.17994107300408413,0.019728094339370728,0.05676037445664406,0.09969384968280792,-2.023122787475586,0.03863942623138428,1.5883378982543945,0.08685052394866943,0.09290385246276855,0.0012851357460021973,-0.1475365610978406,0.10273099796375107,0.0491884188861954,-0.24178868532180786,-0.46848171949386597,0.004833078011870384,-1.4233512878417969,-0.45397576689720154,0.6673323512077332
0.64,0.04053753986954689,0.11748326569795609,0.07901040464639664,0.3407396078109741,2.098801612854004,0.25943971056004156,0.014156579971313477,0.037685781717300415,0.004761099815368652,-0.19405128276289413,0.11583656349084231,0.21449557150310541,0.009351193904876709,0.1098051443696022,0.1593867540359497,-1.6158287525177002,-0.4802996516227722,1.6410096883773804,0.08230715990066528,0.08382776379585266,0.0008666515350341797,-0.17548731891033328,0.0874273674638277,0.06733085427246714,-0.21458828449249268,-0.4353688955307007,-0.04755265638232231,-1.453410029411316,-0.7994609475135803,0.8078814148902893
0.66,0.04334326088428497,0.10923998057842255,0.07629162073135376,0.3006311058998108,1.8130298852920532,0.28265080729100656,0.013933539390563965,0.04033365845680237,0.007595479488372803,-0.2113232972363871,0.10311098111703494,0.24731485410437196,-0.02302873134613037,0.14573818445205688,0.12559576332569122,-0.7646700143814087,-0.713300883769989,1.4255104064941406,0.07838404178619385,0.07608678936958313,-0.00033545494079589844,-0.1942751380972721,0.06486044362747159,0.09081746334057929,-0.18067961931228638,-0.3574358820915222,-0.07516510039567947,-0.941403865814209,-1.1683720350265503,1.0960330963134766
0.68,0.04589996859431267,0.10231953859329224,0.0741097554564476,0.26884663105010986,1.4777610301971436,0.29389227656834005,0.012672364711761475,0.04309307038784027,0.009444832801818848,-0.21232001856386287,0.08824239462593282,0.2715874702010858,-0.08873364329338074,0.1256590634584427,0.07382293790578842,-0.02762627974152565,-0.8814780712127686,0.9182770252227783,0.07507485151290894,0.06948819756507874,-0.0021074414253234863,-0.1970386670709337,0.03868855674866493,0.11607966848647452,-0.15275755524635315,-0.3156689405441284,-0.1084233820438385,-0.03717130795121193,-1.3069418668746948,1.0586692094802856
