step,time_s,episode_id,episode_step,left_target_virtual_force_x_n,left_target_virtual_force_y_n,left_target_virtual_force_z_n,right_target_virtual_force_x_n,right_target_virtual_force_y_n,right_target_virtual_force_z_n,left_force_control_axis_x,left_force_control_axis_y,left_force_control_axis_z,right_force_control_axis_x,right_force_control_axis_y,right_force_control_axis_z,gait_stance_rate,gait_bipedal_offset,gait_frequency_hz,gait_sin_left,gait_cos_left,gait_sin_right,gait_cos_right,base_command_x_mps,base_command_y_mps,base_command_yaw_radps,left_estimated_virtual_force_x_n,left_estimated_virtual_force_y_n,left_estimated_virtual_force_z_n,right_estimated_virtual_force_x_n,right_estimated_virtual_force_y_n,right_estimated_virtual_force_z_n,appended_base_action_left_shoulder_pitch_joint,appended_base_action_left_shoulder_roll_joint,appended_base_action_left_shoulder_yaw_joint,appended_base_action_left_elbow_joint,appended_base_action_left_wrist_roll_joint,appended_base_action_left_wrist_pitch_joint,appended_base_action_left_wrist_yaw_joint,appended_base_action_right_shoulder_pitch_joint,appended_base_action_right_shoulder_roll_joint,appended_base_action_right_shoulder_yaw_joint,appended_base_action_right_elbow_joint,appended_base_action_right_wrist_roll_joint,appended_base_action_right_wrist_pitch_joint,appended_base_action_right_wrist_yaw_joint,appended_base_action_l2,appended_base_action_max_abs
10.0,0.2,0.0,10.0,-0.014086483046412468,0.0042444560676813126,-0.24480833113193512,-0.014086483046412468,0.0042444560676813126,-0.24480833113193512,0.0574372373521328,-0.017306651920080185,0.9981991052627563,0.0574372373521328,-0.017306651920080185,0.9981991052627563,0.6499999761581421,0.5,1.0,0.9510564804077148,0.3090170919895172,-0.9510564804077148,-0.3090171217918396,0.30000001192092896,0.0,0.0,0.515221893787384,0.2761068344116211,9.60045337677002,0.46473968029022217,-0.02357320301234722,4.678852081298828,-2.996642589569092,0.3116779327392578,0.5525713562965393,-1.2581398487091064,-1.931060552597046,-3.6266467571258545,0.6276377439498901,-2.863771677017212,-1.234694480895996,0.23308207094669342,-0.9637913703918457,2.182786464691162,-0.4744197726249695,0.31367209553718567,6.636087131267814,3.6266467571258545
11.0,0.22,0.0,11.0,-0.01542424876242876,0.003137366147711873,-0.24474437534809113,-0.01542424876242876,0.003137366147711873,-0.24474437534809113,0.06289194524288177,-0.012792523019015789,0.997938334941864,0.06289194524288177,-0.012792523019015789,0.997938334941864,0.6499999761581421,0.5,1.0,0.9822872877120972,0.18738122284412384,-0.9822873473167419,-0.18738090991973877,0.30000001192092896,0.0,0.0,0.29791322350502014,0.3526398837566376,4.5021796226501465,0.21381668746471405,0.14160338044166565,1.9298499822616577,-3.2434191703796387,0.6479602456092834,0.6075410842895508,-1.1577410697937012,-2.204495668411255,-3.5164871215820312,0.9943915009498596,-3.1779825687408447,-1.0652146339416504,0.5017886757850647,-0.9003268480300903,2.3761675357818604,-1.005444049835205,1.069947361946106,7.13876048195502,3.5164871215820312
12.0,0.24,0.0,12.0,-0.0166619960218668,0.0011035313364118338,-0.24468086659908295,-0.0166619960218668,0.0011035313364118338,-0.24468086659908295,0.06793881952762604,-0.004499617964029312,0.9976793527603149,0.06793881952762604,-0.004499617964029312,0.9976793527603149,0.6499999761581421,0.5,1.0,0.9980267286300659,0.06279049813747406,-0.9980267286300659,-0.06279052793979645,0.30000001192092896,0.0,0.0,0.1427699327468872,0.3650440275669098,2.2534596920013428,0.0002759099006652832,0.2542797029018402,-0.9774909019470215,-2.6219849586486816,0.8993468284606934,0.545143187046051,-0.6552692651748657,-2.1562318801879883,-3.0055758953094482,0.9640817046165466,-3.0526366233825684,-1.0215301513671875,0.7885434627532959,-0.8004106283187866,2.247925043106079,-1.5222749710083008,1.6840771436691284,6.697286073182505,3.0526366233825684
13.0,0.26,0.0,13.0,-0.01827019266784191,-0.000865332200191915,-0.24456699192523956,-0.01827019266784191,-0.000865332200191915,-0.24456699192523956,0.07449619472026825,0.003528367727994919,0.9972150325775146,0.07449619472026825,0.003528367727994919,0.9972150325775146,0.6499999761581421,0.5,1.0,0.9980267286300659,-0.06279046833515167,-0.9980267286300659,0.06279055774211884,0.30000001192092896,0.0,0.0,0.06291374564170837,0.3011009395122528,1.0574198961257935,-0.1397837996482849,0.15665443241596222,-3.000476121902466,-2.4655723571777344,0.9097784757614136,0.47053784132003784,-0.546668529510498,-2.1074941158294678,-2.2256953716278076,0.935709536075592,-2.9695448875427246,-1.0124229192733765,0.8204260468482971,-0.6801086068153381,2.22977352142334,-1.656076192855835,2.064417839050293,6.375966035491349,2.9695448875427246
14.0,0.28,0.0,14.0,-0.019998695701360703,-0.002222950104624033,-0.24442315101623535,-0.019998695701360703,-0.002222950104624033,-0.24442315101623535,0.08154411613941193,0.009064016863703728,0.9966285228729248,0.08154411613941193,0.009064016863703728,0.9966285228729248,0.6499999761581421,0.5,1.0,0.9822872281074524,-0.187381312251091,-0.9822872281074524,0.18738140165805817,0.30000001192092896,0.0,0.0,0.08515828847885132,0.13756176829338074,1.4252909421920776,-0.3243252635002136,-0.15959347784519196,-4.974619388580322,-2.5610508918762207,0.6804131269454956,0.246326744556427,-0.6819655895233154,-2.0849227905273438,-1.6653472185134888,1.0218576192855835,-2.9179491996765137,-0.8908451199531555,0.7630742192268372,-0.5851483345031738,2.241616725921631,-1.410191297531128,2.2849557399749756,6.178947822364799,2.9179491996765137
15.0,0.3,0.0,15.0,-0.021202193573117256,-0.0031134060118347406,-0.24431197345256805,-0.021202193573117256,-0.0031134060118347406,-0.24431197345256805,0.08645134419202805,0.012694825418293476,0.9961751699447632,0.08645134419202805,0.012694825418293476,0.9961751699447632,0.6499999761581421,0.5,1.0,0.9510565400123596,-0.3090169131755829,-0.9510566592216492,0.3090166747570038,0.30000001192092896,0.0,0.0,0.1295679211616516,0.027566760778427124,1.5321017503738403,-0.41688424348831177,-0.12616701424121857,-6.062726974487305,-2.7623939514160156,0.5382229089736938,0.03565242886543274,-0.7856359481811523,-2.1405246257781982,-1.6306970119476318,0.9891359210014343,-2.9635491371154785,-0.8217660784721375,0.6838410496711731,-0.653285562992096,2.2264809608459473,-1.300854206085205,2.3730735778808594,6.276278227920234,2.9635491371154785
16.0,0.32,0.0,16.0,-0.022112425416707993,-0.00379363726824522,-0.24422164261341095,-0.022112425416707993,-0.00379363726824522,-0.24422164261341095,0.09016279876232147,0.015468450263142586,0.9958069324493408,0.09016279876232147,0.015468450263142586,0.9958069324493408,0.6499999761581421,0.5,1.0,0.9048269987106323,-0.4257793724536896,-0.9048269987106323,0.42577946186065674,0.30000001192092896,0.0,0.0,0.12173062562942505,0.006065309047698975,1.308417797088623,-0.3820061683654785,-0.08594829589128494,-5.150152206420898,-2.98583984375,0.5433105826377869,-0.026091933250427246,-0.868340253829956,-2.2046899795532227,-1.6847639083862305,0.8716972470283508,-3.0198588371276855,-0.8507224917411804,0.4623345136642456,-0.6373820304870605,2.248818874359131,-0.9185003638267517,2.3779919147491455,6.359483074482942,3.0198588371276855
17.0,0.34,0.0,17.0,-0.022986460477113724,-0.004280381835997105,-0.2441328763961792,-0.022986460477113724,-0.004280381835997105,-0.2441328763961792,0.09372664242982864,0.017453137785196304,0.9954449534416199,0.09372664242982864,0.017453137785196304,0.9954449534416199,0.6499999761581421,0.5,1.0,0.8443278670310974,-0.5358269214630127,-0.8443278074264526,0.5358269810676575,0.30000001192092896,0.0,0.0,0.018719248473644257,0.03240776062011719,0.04151592403650284,-0.31315094232559204,-0.11359815299510956,-2.91607928276062,-3.0476088523864746,0.5843344330787659,0.05580933392047882,-0.9011759757995605,-2.166750907897949,-1.711551308631897,0.7147509455680847,-3.071286678314209,-0.9136927723884583,0.27826887369155884,-0.6972796320915222,2.2113099098205566,-0.3775380849838257,2.4882090091705322,6.374524684349821,3.071286678314209
18.0,0.36,0.0,18.0,-0.023737234994769096,-0.004651466850191355,-0.24405424296855927,-0.023737234994769096,-0.004651466850191355,-0.24405424296855927,0.09678790718317032,0.018966225907206535,0.9951242804527283,0.09678790718317032,0.018966225907206535,0.9951242804527283,0.6499999761581421,0.5,1.0,0.7705132961273193,-0.6374239921569824,-0.7705130577087402,0.6374242305755615,0.30000001192092896,0.0,0.0,-0.08660773187875748,0.018027514219284058,-1.1096456050872803,-0.17729461193084717,-0.1245836615562439,-0.6992981433868408,-3.0149528980255127,0.6035519242286682,0.11677327752113342,-0.8818191289901733,-2.1208720207214355,-1.6062965393066406,0.49775025248527527,-3.140554904937744,-0.9645213484764099,0.15193967521190643,-0.7873952388763428,2.1796793937683105,0.22224274277687073,2.7937686443328857,6.450852633223143,3.140554904937744
19.0,0.38,0.0,19.0,-0.02429339662194252,-0.005129681434482336,-0.24398991465568542,-0.02429339662194252,-0.005129681434482336,-0.24398991465568542,0.09905564039945602,0.020916132256388664,0.9948620200157166,0.09905564039945602,0.020916132256388664,0.9948620200157166,0.6499999761581421,0.5,1.0,0.6845471262931824,-0.728968620300293,-0.6845468878746033,0.7289688587188721,0.30000001192092896,0.0,0.0,-0.11384423077106476,-0.029898077249526978,-1.4913067817687988,-0.0800442099571228,-0.06575603783130646,-0.05291825532913208,-2.8951804637908936,0.56858891248703,0.14776453375816345,-0.8728364706039429,-2.0853424072265625,-1.3922247886657715,0.150409996509552,-3.115543842315674,-0.9400573968887329,0.07354165613651276,-0.7991612553596497,2.1611623764038086,0.787786066532135,3.1528546810150146,6.501132046749331,3.1528546810150146
20.0,0.4,0.0,20.0,-0.024602429941296577,-0.005761150270700455,-0.24394485354423523,-0.024602429941296577,-0.005761150270700455,-0.24394485354423523,0.10031571239233017,0.02349092811346054,0.9946783185005188,0.10031571239233017,0.02349092811346054,0.9946783185005188,0.6499999761581421,0.5,1.0,0.5877854228019714,-0.8090168833732605,-0.5877853035926819,0.8090169429779053,0.30000001192092896,0.0,0.0,-0.08285420387983322,0.00235062837600708,-0.9128522276878357,-0.05435560643672943,-0.058897390961647034,-0.12716147303581238,-2.804882526397705,0.5143646597862244,0.14272159337997437,-0.8728899955749512,-2.066680431365967,-1.1382348537445068,-0.29302945733070374,-3.049236297607422,-0.8421069383621216,0.03684736788272858,-0.7578002214431763,2.160283327102661,1.3004307746887207,3.450831174850464,6.589054658075906,3.450831174850464
21.0,0.42,0.0,21.0,-0.02469283901154995,-0.0063145775347948074,-0.24392202496528625,-0.02469283901154995,-0.0063145775347948074,-0.24392202496528625,0.10068435966968536,0.02574751153588295,0.9945852160453796,0.10068435966968536,0.02574751153588295,0.9945852160453796,0.6499999761581421,0.5,1.0,0.48175379633903503,-0.8763065934181213,-0.48175370693206787,0.8763067126274109,0.30000001192092896,0.0,0.0,-0.04066053777933121,0.046479806303977966,-0.2012634575366974,-0.03649289906024933,-0.024366704747080803,0.031971126794815063,-2.768775463104248,0.4872313141822815,0.1549956202507019,-0.8792468309402466,-2.0475943088531494,-0.8840696215629578,-0.7022078633308411,-3.010986804962158,-0.7513808012008667,0.022539421916007996,-0.7181439995765686,2.1770663261413574,1.7308464050292969,3.753338575363159,6.792479590593812,3.753338575363159
22.0,0.44,0.0,22.0,-0.024603834375739098,-0.006487812381237745,-0.24392646551132202,-0.024603834375739098,-0.006487812381237745,-0.24392646551132202,0.1003214418888092,0.02645387127995491,0.9946033358573914,0.1003214418888092,0.02645387127995491,0.9946033358573914,0.6499999761581421,0.5,1.0,0.368124395608902,-0.9297765493392944,-0.36812451481819153,0.9297764897346497,0.30000001192092896,0.0,0.0,0.004838660359382629,0.07935762405395508,0.39658451080322266,-0.009099364280700684,0.04814311861991882,0.23306342959403992,-2.7778525352478027,0.5018301010131836,0.19207656383514404,-0.874453067779541,-2.044680595397949,-0.6822720170021057,-1.024108648300171,-3.0062503814697266,-0.7262498736381531,-0.01813696324825287,-0.709652841091156,2.225978136062622,2.086244821548462,4.001413345336914,7.060629810091408,4.001413345336914
23.0,0.46,0.0,23.0,-0.024381766095757484,-0.00613896269351244,-0.24395780265331268,-0.024381766095757484,-0.00613896269351244,-0.24395780265331268,0.09941596537828445,0.025031447410583496,0.994731068611145,0.09941596537828445,0.025031447410583496,0.994731068611145,0.6499999761581421,0.5,1.0,0.2486899048089981,-0.9685831665992737,-0.24868981540203094,0.9685831665992737,0.30000001192092896,0.0,0.0,0.026666931807994843,0.08221504092216492,0.5979164838790894,-0.006051182746887207,0.09222753345966339,0.172683447599411,-2.8243963718414307,0.5382798314094543,0.2089841365814209,-0.8622801303863525,-2.0618093013763428,-0.5819597244262695,-1.2370272874832153,-3.031531810760498,-0.7709668874740601,-0.07786191999912262,-0.7291439175605774,2.2891345024108887,2.3346831798553467,4.17073392868042,7.31999486867707,4.17073392868042
24.0,0.48,0.0,24.0,-0.0240627434104681,-0.005284528248012066,-0.24400946497917175,-0.0240627434104681,-0.005284528248012066,-0.24400946497917175,0.09811516851186752,0.02154751494526863,0.994941771030426,0.09811516851186752,0.02154751494526863,0.994941771030426,0.6499999761581421,0.5,1.0,0.12533318996429443,-0.9921147227287292,-0.12533310055732727,0.9921147227287292,0.30000001192092896,0.0,0.0,0.019235730171203613,0.06821629405021667,0.41778698563575745,-0.009992733597755432,0.08371995389461517,-0.00717964768409729,-2.848727226257324,0.5647422671318054,0.19066542387008667,-0.8513742685317993,-2.071363925933838,-0.5428129434585571,-1.3787469863891602,-3.030789375305176,-0.812808632850647,-0.1370200663805008,-0.7413040399551392,2.331051826477051,2.464385747909546,4.247863292694092,7.459725217431906,4.247863292694092
25.0,0.5,0.0,25.0,-0.02366984263062477,-0.00397664587944746,-0.24407270550727844,-0.02366984263062477,-0.00397664587944746,-0.24407270550727844,0.09651311486959457,0.016214661300182343,0.9951996207237244,0.09651311486959457,0.016214661300182343,0.9951996207237244,0.6499999761581421,0.5,1.0,-8.742277657347586e-08,-1.0,1.7484555314695172e-07,1.0,0.30000001192092896,0.0,0.0,0.006478860974311829,0.0521126389503479,0.13021978735923767,-0.005157113075256348,0.058789417147636414,0.011257678270339966,-2.8257689476013184,0.5852678418159485,0.1426457166671753,-0.836431622505188,-2.054227828979492,-0.5185434818267822,-1.4893410205841064,-3.0061135292053223,-0.7957228422164917,-0.15373267233371735,-0.7460986375808716,2.337618827819824,2.444697618484497,4.24011754989624,7.444739459079419,4.24011754989624
26.0,0.52,0.0,26.0,-0.02321309596300125,-0.0022114631719887257,-0.2441389411687851,-0.02321309596300125,-0.0022114631719887257,-0.2441389411687851,0.0946507528424263,0.00901717972010374,0.9954696893692017,0.0946507528424263,0.00901717972010374,0.9954696893692017,0.6499999761581421,0.5,1.0,-0.12533313035964966,-0.9921147227287292,0.12533345818519592,0.9921146631240845,0.30000001192092896,0.0,0.0,0.003574073314666748,0.040117114782333374,-0.004198767244815826,0.0015340149402618408,0.028987066820263863,0.21656516194343567,-2.786078691482544,0.6311001777648926,0.07054592669010162,-0.8165411949157715,-2.028022050857544,-0.50241619348526,-1.5792479515075684,-2.9830245971679688,-0.7256227731704712,-0.13316534459590912,-0.7380658388137817,2.3368659019470215,2.2932934761047363,4.12609338760376,7.309157265033306,4.12609338760376
27.0,0.54,0.0,27.0,-0.022618621587753296,4.452653229236603e-06,-0.24420475959777832,-0.022618621587753296,4.452653229236603e-06,-0.24420475959777832,0.09222680330276489,-1.8155202269554138e-05,0.9957380294799805,0.09222680330276489,-1.8155202269554138e-05,0.9957380294799805,0.6499999761581421,0.5,1.0,-0.24868984520435333,-0.9685831665992737,0.2486896961927414,0.9685832262039185,0.30000001192092896,0.0,0.0,0.006277218461036682,0.027857467532157898,-0.03314652293920517,0.004264652729034424,0.02272646315395832,0.41782382130622864,-2.747664213180542,0.7207746505737305,-0.03329503536224365,-0.7796406745910645,-2.009326457977295,-0.5057344436645508,-1.6558774709701538,-2.974587917327881,-0.6397992372512817,-0.11794845759868622,-0.7025468945503235,2.351748466491699,2.0597002506256104,3.869425058364868,7.086871649834635,3.869425058364868
28.0,0.56,0.0,28.0,-0.021819334477186203,0.0026599913835525513,-0.24426297843456268,-0.021819334477186203,0.0026599913835525513,-0.24426297843456268,0.0889677107334137,-0.010846039280295372,0.9959754347801208,0.0889677107334137,-0.010846039280295372,0.9959754347801208,0.6499999761581421,0.5,1.0,-0.3681245446205139,-0.9297764897346497,0.36812442541122437,0.9297765493392944,0.30000001192092896,0.0,0.0,0.010309882462024689,0.012792110443115234,-0.009174861013889313,0.0008587241172790527,0.018574761226773262,0.49771180748939514,-2.7305188179016113,0.8449968099594116,-0.15954771637916565,-0.7461419105529785,-1.9939322471618652,-0.5365283489227295,-1.7042396068572998,-2.995628833770752,-0.5719876885414124,-0.13893000781536102,-0.6511440277099609,2.374514579772949,1.7800536155700684,3.451211929321289,6.810434877722291,3.451211929321289
29.0,0.58,0.0,29.0,-0.02094351127743721,0.005703541450202465,-0.24428753554821014,-0.02094351127743721,0.005703541450202465,-0.24428753554821014,0.08539658784866333,-0.023256029933691025,0.9960755705833435,0.08539658784866333,-0.023256029933691025,0.9960755705833435,0.6499999761581421,0.5,1.0,-0.48175370693206787,-0.8763067126274109,0.4817535877227783,0.8763067722320557,0.30000001192092896,0.0,0.0,0.011653706431388855,-0.009170770645141602,0.08942302316427231,-0.0023882687091827393,0.014321940019726753,0.5283759832382202,-2.7803754806518555,0.9805464148521423,-0.30899572372436523,-0.7487201690673828,-1.9761582612991333,-0.5874474048614502,-1.6867444515228271,-3.0057435035705566,-0.6101882457733154,-0.20670069754123688,-0.6109265089035034,2.3890326023101807,1.4996953010559082,2.9460058212280273,6.549940095730731,3.0057435035705566
30.0,0.6,0.0,30.0,-0.02028585784137249,0.008871648460626602,-0.24424852430820465,-0.02028585784137249,0.008871648460626602,-0.24424852430820465,0.08271501213312149,-0.03617389500141144,0.995916485786438,0.08271501213312149,-0.03617389500141144,0.995916485786438,0.6499999761581421,0.5,1.0,-0.5877851247787476,-0.8090171217918396,0.5877848267555237,0.8090173006057739,0.30000001192092896,0.0,0.0,0.017051272094249725,-0.02161918580532074,0.27768704295158386,-0.012365847826004028,0.028629230335354805,0.6164109706878662,-2.857296943664551,1.0317301750183105,-0.4981197416782379,-0.7614357471466064,-1.9348760843276978,-0.5295451879501343,-1.6154433488845825,-3.036771297454834,-0.6987050175666809,-0.3292534351348877,-0.5960318446159363,2.3791236877441406,1.2943437099456787,2.4247236251831055,6.3307986583199245,3.036771297454834
