step,time_s,episode_id,episode_step,left_reference_position_x_m,left_reference_position_y_m,left_reference_position_z_m,left_reference_quaternion_w,left_reference_quaternion_x,left_reference_quaternion_y,left_reference_quaternion_z,left_reference_linear_velocity_x_mps,left_reference_linear_velocity_y_mps,left_reference_linear_velocity_z_mps,left_reference_angular_velocity_x_radps,left_reference_angular_velocity_y_radps,left_reference_angular_velocity_z_radps,right_reference_position_x_m,right_reference_position_y_m,right_reference_position_z_m,right_reference_quaternion_w,right_reference_quaternion_x,right_reference_quaternion_y,right_reference_quaternion_z,right_reference_linear_velocity_x_mps,right_reference_linear_velocity_y_mps,right_reference_linear_velocity_z_mps,right_reference_angular_velocity_x_radps,right_reference_angular_velocity_y_radps,right_reference_angular_velocity_z_radps,left_reference_roll_rad,left_reference_pitch_rad,left_reference_yaw_rad,right_reference_roll_rad,right_reference_pitch_rad,right_reference_yaw_rad
10.0,0.2,0.0,10.0,0.41130512952804565,0.2645743489265442,0.08238694816827774,0.9426302313804626,-0.31560051441192627,0.037751488387584686,0.10207495093345642,-0.013573188334703445,0.1569843888282776,0.11036118119955063,-0.07645247876644135,0.28758054971694946,0.7437179088592529,0.4520922303199768,-0.15705692768096924,0.07271824032068253,0.9406481981277466,0.3318803906440735,0.07026293128728867,-0.009983662515878677,-0.013573188334703445,0.1569843888282776,0.11036118119955063,-0.07645247876644135,0.28758054971694946,0.7437179088592529,-0.6344780995039921,0.13602025714851743,0.17101332857888712,0.6803335299225057,0.13926183929414496,0.028131568538137693
11.0,0.22,0.0,11.0,0.4068881571292877,0.2753041386604309,0.0817253366112709,0.9409871697425842,-0.317271888256073,0.037380412220954895,0.11173399537801743,0.029902461916208267,0.11213535070419312,0.09229035675525665,-0.2473534494638443,0.21958039700984955,1.0063179731369019,0.45559215545654297,-0.14551185071468353,0.07324991375207901,0.9410754442214966,0.32958272099494934,0.0758160799741745,-0.002069734735414386,0.029902461916208267,0.11213535070419312,0.09229035675525665,-0.2473534494638443,0.21958039700984955,1.0063179731369019,-0.6369007124798595,0.14172302734016112,0.18958401005633188,0.6771137925072455,0.14456459691570345,0.04658236367292971
12.0,0.24,0.0,12.0,0.4026165008544922,0.28483086824417114,0.0784812942147255,0.9386841654777527,-0.3206661343574524,0.03713488578796387,0.1211032047867775,0.018801823258399963,0.04398181289434433,-0.01107528991997242,-0.42052581906318665,0.2626473903656006,0.8486083745956421,0.45908647775650024,-0.1350596845149994,0.07273053377866745,0.9420287013053894,0.3255188763141632,0.0811668187379837,0.005586155224591494,0.018801823258399963,0.04398181289434433,-0.01107528991997242,-0.42052581906318665,0.2626473903656006,0.8486083745956421,-0.6429535316918218,0.14792214978642587,0.20726773305704246,0.670226990239012,0.14984631060127315,0.06412939512845828
13.0,0.26,0.0,13.0,0.39988595247268677,0.2910890281200409,0.07308270037174225,0.9366853833198547,-0.3238663673400879,0.03882608935236931,0.12737156450748444,-0.0080258809030056,0.06997141242027283,-0.03641282394528389,-0.31084102392196655,0.37561795115470886,0.4254802167415619,0.4611123502254486,-0.12816233932971954,0.06998064368963242,0.942881166934967,0.3216579258441925,0.08613494783639908,0.009595352225005627,-0.0080258809030056,0.06997141242027283,-0.03641282394528389,-0.31084102392196655,0.37561795115470886,0.4254802167415619,-0.6487054283458463,0.15586878068323265,0.217802787676821,0.6633850123713245,0.15690015603542026,0.07448955127774812
14.0,0.28,0.0,14.0,0.39930668473243713,0.29420843720436096,0.06809945404529572,0.9354806542396545,-0.3259586989879608,0.041983574628829956,0.12986256182193756,-0.0019987060222774744,0.0802765041589737,-0.019079506397247314,-0.23153217136859894,0.30685484409332275,-0.019490238279104233,0.46181291341781616,-0.12486346811056137,0.06678491830825806,0.9434048533439636,0.3190515339374542,0.08999865502119064,0.009683512151241302,-0.0019987060222774744,0.0802765041589737,-0.019079506397247314,-0.23153217136859894,0.30685484409332275,-0.019490238279104233,-0.6523960448852856,0.16394270245039996,0.22030590043204537,0.6585630000239989,0.16437038664040735,0.07680910309747051
15.0,0.3,0.0,15.0,0.4006026089191437,0.2947372794151306,0.0649615004658699,0.9349405169487,-0.32740193605422974,0.045040689408779144,0.1290954202413559,0.005506192333996296,0.0751594677567482,0.013666841201484203,-0.171334907412529,0.20458850264549255,-0.22352948784828186,0.46177828311920166,-0.12453298270702362,0.06498386710882187,0.9438183307647705,0.3173709809780121,0.0918186753988266,0.007233578246086836,0.005506192333996296,0.0751594677567482,0.013666841201484203,-0.171334907412529,0.20458850264549255,-0.22352948784828186,-0.6551926843239271,0.1695642828881614,0.2166748837312518,0.6549792697654657,0.16953981414277852,0.07304682682548433
16.0,0.32,0.0,16.0,0.40237534046173096,0.29398006200790405,0.0630442276597023,0.9346671104431152,-0.32856839895248413,0.04784375801682472,0.1270875483751297,-0.007772589102387428,0.05956790968775749,0.0342426598072052,-0.13485939800739288,0.1741764098405838,-0.2809330224990845,0.46128222346305847,-0.12561330199241638,0.06421682983636856,0.9441819190979004,0.316089928150177,0.092693030834198,0.003949324134737253,-0.007772589102387428,0.05956790968775749,0.0342426598072052,-0.13485939800739288,0.1741764098405838,-0.2809330224990845,-0.6576448978783924,0.17382388577838695,0.21084162108288004,0.6519334742268966,0.1734092819324061,0.0671125834191431
17.0,0.34,0.0,17.0,0.40326786041259766,0.2935408651828766,0.06162067875266075,0.9344350695610046,-0.3293481171131134,0.05025860294699669,0.12583737075328827,-0.027363914996385574,0.046643611043691635,0.034137193113565445,-0.08625753223896027,0.16547760367393494,-0.11603818833827972,0.46058934926986694,-0.1262691617012024,0.06357245147228241,0.9443930387496948,0.3151650130748749,0.09375850111246109,0.0014955652877688408,-0.027363914996385574,0.046643611043691635,0.034137193113565445,-0.08625753223896027,0.16547760367393494,-0.11603818833827972,-0.6592329492475913,0.1777499201611185,0.20677359188945266,0.6497907978429011,0.1770709029899135,0.06294878618035836
18.0,0.36,0.0,18.0,0.4024767577648163,0.2946397066116333,0.06056159734725952,0.934073269367218,-0.32985013723373413,0.0516795814037323,0.1266309767961502,-0.04418015480041504,0.03596339747309685,0.031581636518239975,-0.055159792304039,0.143280491232872,0.13564875721931458,0.4600941240787506,-0.12512758374214172,0.0629463940858841,0.9444755911827087,0.314447820186615,0.09532631933689117,0.0012659515487030149,-0.04418015480041504,0.03596339747309685,0.031581636518239975,-0.055159792304039,0.143280491232872,0.13564875721931458,-0.6600342473204865,0.18107132907509121,0.20731927234081074,0.6485139645371929,0.1802449507915297,0.06341067255848884
19.0,0.38,0.0,19.0,0.4000147581100464,0.2972974479198456,0.059763792902231216,0.9334319233894348,-0.33050498366355896,0.052001215517520905,0.12948861718177795,-0.05295240134000778,0.01754273660480976,0.03186025470495224,-0.06964562833309174,0.09931743144989014,0.3360172510147095,0.45988598465919495,-0.12215141952037811,0.06260950863361359,0.9445793628692627,0.31351611018180847,0.09729596227407455,0.0033519004937261343,-0.05295240134000778,0.01754273660480976,0.03186025470495224,-0.06964562833309174,0.09931743144989014,0.3360172510147095,-0.6609532982855872,0.18370393734955628,0.21250900904098843,0.647220662806161,0.18272076869177012,0.068533582483505
20.0,0.4,0.0,20.0,0.39667001366615295,0.30053767561912537,0.059260088950395584,0.9325839877128601,-0.3314553201198578,0.05150391906499863,0.13331130146980286,-0.05567546188831329,-0.0004515001201070845,0.03557513654232025,-0.07973776012659073,0.05775795504450798,0.39419639110565186,0.4598087966442108,-0.11842668801546097,0.06277528405189514,0.9447718858718872,0.31228315830230713,0.0991986021399498,0.006714243907481432,-0.05567546188831329,-0.0004515001201070845,0.03557513654232025,-0.07973776012659073,0.05775795504450798,0.39419639110565186,-0.6624355345190152,0.18549892885856015,0.22002054376045763,0.6454919293737816,0.18428794902762896,0.07600180164415063
21.0,0.42,0.0,21.0,0.39347633719444275,0.30322200059890747,0.05925621837377548,0.9318274855613708,-0.33232030272483826,0.05066707730293274,0.13672448694705963,-0.049799595028162,-0.010204466059803963,0.03864036872982979,-0.0415329746901989,0.011926268227398396,0.31813111901283264,0.45963698625564575,-0.11527025699615479,0.06338078528642654,0.9449544548988342,0.31119781732559204,0.10058850049972534,0.009958705864846706,-0.049799595028162,-0.010204466059803963,0.03864036872982979,-0.0415329746901989,0.011926268227398396,0.31813111901283264,-0.6638398601765171,0.18637571496520677,0.22697266304783287,0.6439747982997543,0.18495754903735662,0.08293482349043706
22.0,0.44,0.0,22.0,0.39106491208076477,0.30480459332466125,0.06003556028008461,0.9314595460891724,-0.33255958557128906,0.04975596070289612,0.13896632194519043,-0.04209909215569496,-0.014629038982093334,0.0414755716919899,0.03380749002099037,-0.024091795086860657,0.1989157497882843,0.4592778980731964,-0.11335702240467072,0.06426559388637543,0.9449723958969116,0.3108474314212799,0.10124152153730392,0.012303832918405533,-0.04209909215569496,-0.014629038982093334,0.0414755716919899,0.03380749002099037,-0.024091795086860657,0.1989157497882843,-0.6641067334187661,0.18619446322943017,0.2318316726847786,0.643736815624872,0.1847406702278919,0.08779973288605993
23.0,0.46,0.0,23.0,0.38939541578292847,0.3054742217063904,0.06171443685889244,0.9315648674964905,-0.33188819885253906,0.04876916855573654,0.1402084082365036,-0.0341799259185791,-0.014709782786667347,0.04505980759859085,0.13147123157978058,-0.04978316277265549,0.11731195449829102,0.45880675315856934,-0.1124962717294693,0.06528348475694656,0.944728434085846,0.3115084171295166,0.10128254443407059,0.013878780417144299,-0.0341799259185791,-0.014709782786667347,0.04505980759859085,0.13147123157978058,-0.04978316277265549,0.11731195449829102,-0.6626022213169944,0.18498355982810694,0.2349834536160712,0.6454023047380425,0.18375462839217258,0.09097909660110598
24.0,0.48,0.0,24.0,0.3880147933959961,0.3058478534221649,0.06424684077501297,0.9320456981658936,-0.3302915394306183,0.04752625152468681,0.14120814204216003,-0.02535281330347061,-0.015564856119453907,0.0476924329996109,0.22495980560779572,-0.06815135478973389,0.12682053446769714,0.45842427015304565,-0.11196565628051758,0.06634046882390976,0.944190263748169,0.3131442070007324,0.10103848576545715,0.015395292080938816,-0.02535281330347061,-0.015564856119453907,0.0476924329996109,0.22495980560779572,-0.06815135478973389,0.12682053446769714,-0.6592021390571281,0.18289083905015657,0.23800242522200524,0.649071955533944,0.1821629467922931,0.09404367278259254
25.0,0.5,0.0,25.0,0.3866066038608551,0.30631276965141296,0.06753228604793549,0.9327991008758545,-0.32783636450767517,0.04590717703104019,0.14248499274253845,-0.016527216881513596,-0.017131151631474495,0.04917721077799797,0.3174128830432892,-0.0800434947013855,0.16151896119117737,0.4582691788673401,-0.11129288375377655,0.06737492233514786,0.9433554410934448,0.31564754247665405,0.10073163360357285,0.017341937869787216,-0.016527216881513596,-0.017131151631474495,0.04917721077799797,0.3174128830432892,-0.0800434947013855,0.16151896119117737,-0.6539947271130042,0.18003887441675673,0.24194578209059442,0.6546409943492483,0.18007514721352014,0.09805051028488239
26.0,0.52,0.0,26.0,0.38532209396362305,0.3066145181655884,0.07156176120042801,0.9338462948799133,-0.32452377676963806,0.04400834068655968,0.14380063116550446,-0.007670306134968996,-0.02044389769434929,0.05293051525950432,0.4099080562591553,-0.09577398002147675,0.1442066729068756,0.45828068256378174,-0.11075463145971298,0.0683937594294548,0.9422242641448975,0.31902390718460083,0.10029013454914093,0.019470756873488426,-0.007670306134968996,-0.02044389769434929,0.05293051525950432,0.4099080562591553,-0.09577398002147675,0.1442066729068756,-0.6470217498253896,0.17644157182229592,0.24627901358070972,0.6620667334552518,0.177498891029468,0.10246787506122358
27.0,0.54,0.0,27.0,0.3845267593860626,0.30621829628944397,0.07644299417734146,0.9352447390556335,-0.32041212916374207,0.04187619686126709,0.14456713199615479,0.00421680836006999,-0.02977854572236538,0.05730653181672096,0.49067267775535583,-0.13318265974521637,0.07123976200819016,0.4583534896373749,-0.11095384508371353,0.06958582997322083,0.9408362507820129,0.32325974106788635,0.09938328713178635,0.0212885569781065,0.00421680836006999,-0.02977854572236538,0.05730653181672096,0.49067267775535583,-0.13318265974521637,0.07123976200819016,-0.6385043567628519,0.17181522088819465,0.24980604945625978,0.6711720405644542,0.1741218572440766,0.1061118508100599
28.0,0.56,0.0,28.0,0.38461437821388245,0.3045232892036438,0.08220741152763367,0.9370563626289368,-0.3155651390552521,0.03960663080215454,0.14413705468177795,0.015190844424068928,-0.04202405363321304,0.06253902614116669,0.5692406892776489,-0.1713097244501114,-0.06608621776103973,0.45835378766059875,-0.11257189512252808,0.07106675207614899,0.9392335414886475,0.3283364772796631,0.09768223762512207,0.02222428284585476,0.015190844424068928,-0.04202405363321304,0.06253902614116669,0.5692406892776489,-0.1713097244501114,-0.06608621776103973,-0.6286663713113793,0.1659572695612836,0.251179866758534,0.6817647593855582,0.1697122543208812,0.10764410030811007
29.0,0.58,0.0,29.0,0.38562795519828796,0.3011881411075592,0.08862821757793427,0.9392604827880859,-0.3100438117980957,0.0375848263502121,0.14230236411094666,0.013133958913385868,-0.06128135696053505,0.07472213357686996,0.6248871684074402,-0.16416162252426147,-0.20745834708213806,0.4580657184123993,-0.11597850918769836,0.07266642898321152,0.9374228119850159,0.33416634798049927,0.09535600244998932,0.021878715604543686,0.013133958913385868,-0.06128135696053505,0.07472213357686996,0.6248871684074402,-0.16416162252426147,-0.20745834708213806,-0.6175987105808086,0.15951949318205338,0.24973787324827498,0.6936603892809334,0.16490183952941184,0.106389835951631
30.0,0.6,0.0,30.0,0.3870341181755066,0.29636165499687195,0.09507038444280624,0.941606879234314,-0.3042372763156891,0.03633347153663635,0.1396283358335495,-0.014068643562495708,-0.05109080672264099,0.06364515423774719,0.7429826259613037,-0.08651139587163925,-0.2804112434387207,0.4572857916355133,-0.12095542252063751,0.07406619936227798,0.9354881048202515,0.34025299549102783,0.09313560277223587,0.020389916375279427,-0.014068643562495708,-0.05109080672264099,0.06364515423774719,0.7429826259613037,-0.08651139587163925,-0.2804112434387207,-0.6059424207562508,0.15399187134921868,0.24620596135044207,0.706008612095,0.16107463486335064,0.1030420920985773
31.0,0.62,0.0,31.0,0.387935996055603,0.2927441895008087,0.10064449906349182,0.9450498223304749,-0.294758141040802,0.03523976355791092,0.13695542514324188,-0.05027734860777855,0.05229862034320831,-0.08997946232557297,1.0472397804260254,-0.04787140339612961,-0.2654651403427124,0.4557085335254669,-0.12448392063379288,0.07135946303606033,0.9321457743644714,0.34988316893577576,0.09129905700683594,0.018727010115981102,-0.05027734860777855,0.05229862034320831,-0.08997946232557297,1.0472397804260254,-0.04787140339612961,-0.2654651403427124,-0.5865740810127171,0.1478825183128053,0.24309961347761552,0.726086692690317,0.1577570420323981,0.10021055011327569
32.0,0.64,0.0,32.0,0.38815081119537354,0.28990164399147034,0.1040886789560318,0.948485255241394,-0.2846718728542328,0.03437956050038338,0.13474281132221222,-0.07122363150119781,0.07025713473558426,-0.16414374113082886,1.0240516662597656,-0.0022897208109498024,-0.251264750957489,0.4537155330181122,-0.12696842849254608,0.06600183993577957,0.9284554123878479,0.3599678575992584,0.0899726003408432,0.01728123053908348,-0.07122363150119781,0.07025713473558426,-0.16414374113082886,1.0240516662597656,-0.0022897208109498024,-0.251264750957489,-0.5659020106221443,0.14241290042437582,0.2407625687454092,0.7473714475240896,0.1552526517316617,0.09820116521300135
33.0,0.66,0.0,33.0,0.3879368007183075,0.28766322135925293,0.10587923228740692,0.9514870643615723,-0.2753452658653259,0.03385541960597038,0.1330832988023758,-0.07528982311487198,0.06709680706262589,-0.18360908329486847,0.9086676836013794,0.03590384125709534,-0.19114038348197937,0.4516945481300354,-0.12866605818271637,0.05967435985803604,0.9249332547187805,0.36916592717170715,0.08919712156057358,0.016092075034976006,-0.07528982311487198,0.06709680706262589,-0.18360908329486847,0.9086676836013794,0.03590384125709534,-0.19114038348197937,-0.5467543297607493,0.1381527486901663,0.23913987430241104,0.7669772409745836,0.15372621761873626,0.09691804367341075
34.0,0.68,0.0,34.0,0.38768765330314636,0.28559041023254395,0.10644194483757019,0.953789472579956,-0.26791465282440186,0.03368952497839928,0.13180416822433472,-0.0579923540353775,0.025298811495304108,-0.16336067020893097,0.6613741517066956,0.03899392485618591,-0.14940311014652252,0.4499666690826416,-0.13019734621047974,0.053793277591466904,0.9220602512359619,0.3764213025569916,0.08880311250686646,0.015029274858534336,-0.0579923540353775,0.025298811495304108,-0.16336067020893097,0.6613741517066956,0.03899392485618591,-0.14940311014652252,-0.5314914077188547,0.13530241904097562,0.23776142527856106,0.782531657528645,0.15304573129686516,0.09583567172101849
35.0,0.7000000000000001,0.0,35.0,0.3879213035106659,0.28318172693252563,0.1064191535115242,0.9553594589233398,-0.26295074820518494,0.033716294914484024,0.13041624426841736,-0.02784120664000511,-0.01641872525215149,-0.11349596083164215,0.4168074429035187,0.019601916894316673,-0.17702707648277283,0.4487549960613251,-0.1322566270828247,0.04949578270316124,0.920128345489502,0.38127797842025757,0.08831846714019775,0.013814165256917477,-0.02784120664000511,-0.01641872525215149,-0.11349596083164215,0.4168074429035187,0.019601916894316673,-0.17702707648277283,-0.5213554324269166,0.13340380008749508,0.23570885424646776,0.7928639786352434,0.15258597597817614,0.09399826770829557
36.0,0.72,0.0,36.0,0.38897013664245605,0.2804296612739563,0.10673274844884872,0.9565173983573914,-0.25961869955062866,0.0339178666472435,0.1285383552312851,0.0052803861908614635,-0.020043106749653816,-0.050054144114255905,0.299967497587204,0.0013974988833069801,-0.21261726319789886,0.4480396509170532,-0.1348651945590973,0.046975042670965195,0.9188461303710938,0.38458937406539917,0.08755289763212204,0.012136382050812244,0.0052803861908614635,-0.020043106749653816,-0.050054144114255905,0.299967497587204,0.0013974988833069801,-0.21261726319789886,-0.5146415786844588,0.13201107978410528,0.23237635358371478,0.7997282882195765,0.15214655219836318,0.09081926074302102
37.0,0.74,0.0,37.0,0.3903631567955017,0.27866101264953613,0.10804019123315811,0.9576115012168884,-0.25633805990219116,0.03390006721019745,0.12697231769561768,0.030305182561278343,0.022243209183216095,-0.019124852493405342,0.3132920563220978,-0.003967892378568649,-0.13495537638664246,0.4479881823062897,-0.1364252120256424,0.045487627387046814,0.9175677299499512,0.38783660531044006,0.08680430799722672,0.01084293331950903,0.030305182561278343,0.022243209183216095,-0.019124852493405342,0.3132920563220978,-0.003967892378568649,-0.13495537638664246,-0.5080394675744666,0.13039100793585673,0.2297496013091327,0.8065147300787698,0.15146552600421015,0.0883551754445628
38.0,0.76,0.0,38.0,0.3918191194534302,0.2774086594581604,0.10890742391347885,0.958423376083374,-0.25380775332450867,0.03449144959449768,0.12576480209827423,0.028318073600530624,-0.020184379070997238,0.02510100230574608,0.09056839346885681,0.07697118818759918,-0.1881817728281021,0.4481317698955536,-0.1375279724597931,0.04420452192425728,0.9165565371513367,0.39027857780456543,0.08670133352279663,0.00947421882301569,0.028318073600530624,-0.020184379070997238,0.02510100230574608,0.09056839346885681,0.07697118818759918,-0.1881817728281021,-0.5028464650387867,0.13032355668254414,0.22743104673498188,0.8116812848357985,0.15212421704099802,0.08614274513731013
39.0,0.78,0.0,39.0,0.39377233386039734,0.2754257321357727,0.10899665951728821,0.9589869976043701,-0.2524077594280243,0.03610296919941902,0.12381798028945923,0.016495071351528168,-0.01904975064098835,0.03503512963652611,0.011996416375041008,0.1393347829580307,-0.26740923523902893,0.4479404389858246,-0.13961681723594666,0.04315195977687836,0.9159964323043823,0.3916096091270447,0.08686136454343796,0.006914135999977589,0.016495071351528168,-0.01904975064098835,0.03503512963652611,0.011996416375041008,0.1393347829580307,-0.26740923523902893,-0.49991345632898926,0.13213394738284837,0.2230266929246698,0.8143364208769951,0.1543259318287247,0.08175977909359514
40.0,0.8,0.0,40.0,0.39629659056663513,0.2724998891353607,0.10828737914562225,0.9594295024871826,-0.25183072686195374,0.038566794246435165,0.1207844614982605,0.008444598875939846,-0.014080096036195755,0.027350520715117455,-0.0315270833671093,0.17221960425376892,-0.4138853847980499,0.4472513198852539,-0.14288870990276337,0.04206089675426483,0.9157724380493164,0.3921606242656708,0.08696037530899048,0.0029850471764802933,0.008444598875939846,-0.014080096036195755,0.027350520715117455,-0.0315270833671093,0.17221960425376892,-0.4138853847980499,-0.4986939786206655,0.1352506963065757,0.21597598450994568,0.8151033985440868,0.1575819450453461,0.07466574188143482
41.0,0.8200000000000001,0.0,41.0,0.3993411660194397,0.26874664425849915,0.10698707401752472,0.9598422050476074,-0.2516937553882599,0.0416080467402935,0.11671235412359238,0.00378429121337831,-0.008490662090480328,0.02073708549141884,-0.060944341123104095,0.19383394718170166,-0.49852606654167175,0.44611501693725586,-0.14714229106903076,0.04081590846180916,0.9157233238220215,0.3923075795173645,0.08683957159519196,-0.0021122172474861145,0.00378429121337831,-0.008490662090480328,0.02073708549141884,-0.060944341123104095,0.19383394718170166,-0.49852606654167175,-0.49846312108614965,0.1390737695015505,0.2065516739173365,0.8147871523765956,0.16139913804829523,0.06515958239628793
