step,tag,value,wall_time
7999,Metrics/base_velocity/error_vel_xy,0.0032504028640687466,1781413093.2325194
8006,Metrics/base_velocity/error_vel_xy,0.13994351029396057,1781413128.9698205
8013,Metrics/base_velocity/error_vel_xy,0.12411656230688095,1781413163.8796833
8020,Metrics/base_velocity/error_vel_xy,0.1249750554561615,1781413198.678521
8027,Metrics/base_velocity/error_vel_xy,0.1245177686214447,1781413233.7428913
8034,Metrics/base_velocity/error_vel_xy,0.1269506812095642,1781413268.6123192
8041,Metrics/base_velocity/error_vel_xy,0.1378086507320404,1781413303.3694584
8048,Metrics/base_velocity/error_vel_xy,0.15120868384838104,1781413337.8630402
8055,Metrics/base_velocity/error_vel_xy,0.1599995642900467,1781413372.0799925
8062,Metrics/base_velocity/error_vel_xy,0.17802906036376953,1781413406.010779
8069,Metrics/base_velocity/error_vel_xy,0.21603451669216156,1781413440.4059424
8076,Metrics/base_velocity/error_vel_xy,0.24601243436336517,1781413474.9360838
8083,Metrics/base_velocity/error_vel_xy,0.23779992759227753,1781413509.8308587
8090,Metrics/base_velocity/error_vel_xy,0.23049907386302948,1781413542.3367202
8097,Metrics/base_velocity/error_vel_xy,0.23810820281505585,1781413576.4340837
8104,Metrics/base_velocity/error_vel_xy,0.2628448009490967,1781413610.956529
8111,Metrics/base_velocity/error_vel_xy,0.3077371418476105,1781413645.4361467
8118,Metrics/base_velocity/error_vel_xy,0.36303484439849854,1781413679.6577203
8125,Metrics/base_velocity/error_vel_xy,0.48516926169395447,1781413713.986689
8132,Metrics/base_velocity/error_vel_xy,0.5980534553527832,1781413747.7416859
8139,Metrics/base_velocity/error_vel_xy,0.5731959342956543,1781413781.4056122
8146,Metrics/base_velocity/error_vel_xy,0.5363472104072571,1781413815.3872232
8153,Metrics/base_velocity/error_vel_xy,0.49327313899993896,1781413849.3508134
8160,Metrics/base_velocity/error_vel_xy,0.43657588958740234,1781413883.4555252
8167,Metrics/base_velocity/error_vel_xy,0.3744359612464905,1781413917.8665574
8174,Metrics/base_velocity/error_vel_xy,0.3055211007595062,1781413952.3049731
8181,Metrics/base_velocity/error_vel_xy,0.2389523684978485,1781413987.155354
8188,Metrics/base_velocity/error_vel_xy,0.1873900592327118,1781414022.0407388
8195,Metrics/base_velocity/error_vel_xy,0.15638868510723114,1781414056.627189
8202,Metrics/base_velocity/error_vel_xy,0.13906964659690857,1781414090.9412982
8209,Metrics/base_velocity/error_vel_xy,0.13640017807483673,1781414125.026097
8216,Metrics/base_velocity/error_vel_xy,0.13920477032661438,1781414156.2116969
8223,Metrics/base_velocity/error_vel_xy,0.14511215686798096,1781414189.7599819
8230,Metrics/base_velocity/error_vel_xy,0.15000253915786743,1781414224.3024132
8237,Metrics/base_velocity/error_vel_xy,0.15653757750988007,1781414258.4847865
8244,Metrics/base_velocity/error_vel_xy,0.16437530517578125,1781414292.3549314
8251,Metrics/base_velocity/error_vel_xy,0.16878096759319305,1781414323.9276483
8258,Metrics/base_velocity/error_vel_xy,0.17848628759384155,1781414352.9122252
8265,Metrics/base_velocity/error_vel_xy,0.18374723196029663,1781414383.85141
8272,Metrics/base_velocity/error_vel_xy,0.18808750808238983,1781414417.746284
8279,Metrics/base_velocity/error_vel_xy,0.18692347407341003,1781414451.6472507
8286,Metrics/base_velocity/error_vel_xy,0.18566374480724335,1781414485.7586668
8293,Metrics/base_velocity/error_vel_xy,0.19330905377864838,1781414520.1885223
8300,Metrics/base_velocity/error_vel_xy,0.18686342239379883,1781414554.6445513
8307,Metrics/base_velocity/error_vel_xy,0.19047467410564423,1781414588.5706792
8314,Metrics/base_velocity/error_vel_xy,0.19639669358730316,1781414622.3727195
8321,Metrics/base_velocity/error_vel_xy,0.19889232516288757,1781414656.1640391
8328,Metrics/base_velocity/error_vel_xy,0.196958988904953,1781414689.9434469
8335,Metrics/base_velocity/error_vel_xy,0.19602057337760925,1781414723.2962303
8342,Metrics/base_velocity/error_vel_xy,0.19054308533668518,1781414756.6165228
8349,Metrics/base_velocity/error_vel_xy,0.18541161715984344,1781414785.6247752
8356,Metrics/base_velocity/error_vel_xy,0.17671796679496765,1781414818.2283828
8363,Metrics/base_velocity/error_vel_xy,0.17136399447917938,1781414852.4683585
8370,Metrics/base_velocity/error_vel_xy,0.16419178247451782,1781414886.4476836
8377,Metrics/base_velocity/error_vel_xy,0.15379248559474945,1781414919.9569712
8384,Metrics/base_velocity/error_vel_xy,0.147054523229599,1781414953.4330122
8391,Metrics/base_velocity/error_vel_xy,0.13899140059947968,1781414986.768062
8398,Metrics/base_velocity/error_vel_xy,0.133436381816864,1781415020.3923802
8405,Metrics/base_velocity/error_vel_xy,0.13019636273384094,1781415054.3467093
8412,Metrics/base_velocity/error_vel_xy,0.12777215242385864,1781415088.323116
8419,Metrics/base_velocity/error_vel_xy,0.12586449086666107,1781415122.0041165
8426,Metrics/base_velocity/error_vel_xy,0.12472862005233765,1781415155.8599966
8433,Metrics/base_velocity/error_vel_xy,0.12328606843948364,1781415190.0755801
8440,Metrics/base_velocity/error_vel_xy,0.12188009917736053,1781415223.7626803
8447,Metrics/base_velocity/error_vel_xy,0.12001660466194153,1781415257.376198
8454,Metrics/base_velocity/error_vel_xy,0.11916202306747437,1781415291.0739963
8461,Metrics/base_velocity/error_vel_xy,0.11786528676748276,1781415324.3616695
8468,Metrics/base_velocity/error_vel_xy,0.11556168645620346,1781415358.3629293
8475,Metrics/base_velocity/error_vel_xy,0.11480089277029037,1781415392.0563333
8482,Metrics/base_velocity/error_vel_xy,0.11270713806152344,1781415426.332168
8489,Metrics/base_velocity/error_vel_xy,0.11113422363996506,1781415459.8321445
8496,Metrics/base_velocity/error_vel_xy,0.11111603677272797,1781415493.6058764
8503,Metrics/base_velocity/error_vel_xy,0.10839065164327621,1781415527.6007833
8510,Metrics/base_velocity/error_vel_xy,0.10663537681102753,1781415561.3192382
8517,Metrics/base_velocity/error_vel_xy,0.10558735579252243,1781415594.9247723
8524,Metrics/base_velocity/error_vel_xy,0.10446803271770477,1781415628.5184944
8531,Metrics/base_velocity/error_vel_xy,0.10492581129074097,1781415662.836346
8538,Metrics/base_velocity/error_vel_xy,0.10366612672805786,1781415698.77166
8545,Metrics/base_velocity/error_vel_xy,0.10333824157714844,1781415740.2891948
8552,Metrics/base_velocity/error_vel_xy,0.10264470428228378,1781415780.9670558
8559,Metrics/base_velocity/error_vel_xy,0.102550208568573,1781415822.046492
8566,Metrics/base_velocity/error_vel_xy,0.10123144090175629,1781415863.3743272
8573,Metrics/base_velocity/error_vel_xy,0.10015841573476791,1781415901.7632673
8580,Metrics/base_velocity/error_vel_xy,0.10007139295339584,1781415941.2616215
8587,Metrics/base_velocity/error_vel_xy,0.09910218417644501,1781415981.7572818
8594,Metrics/base_velocity/error_vel_xy,0.09794244170188904,1781416022.543593
8601,Metrics/base_velocity/error_vel_xy,0.09772568941116333,1781416063.759473
8608,Metrics/base_velocity/error_vel_xy,0.09699571132659912,1781416104.3792548
8615,Metrics/base_velocity/error_vel_xy,0.0977741926908493,1781416145.8656387
8622,Metrics/base_velocity/error_vel_xy,0.09612338989973068,1781416186.9879549
8629,Metrics/base_velocity/error_vel_xy,0.09589076042175293,1781416228.1143694
8636,Metrics/base_velocity/error_vel_xy,0.09639018774032593,1781416268.5579836
8643,Metrics/base_velocity/error_vel_xy,0.09609606862068176,1781416309.6693428
8650,Metrics/base_velocity/error_vel_xy,0.0952950119972229,1781416351.2390707
8657,Metrics/base_velocity/error_vel_xy,0.09617140144109726,1781416389.8781242
8664,Metrics/base_velocity/error_vel_xy,0.09365307539701462,1781416424.3266268
8671,Metrics/base_velocity/error_vel_xy,0.09496623277664185,1781416458.5567427
8678,Metrics/base_velocity/error_vel_xy,0.09412511438131332,1781416492.827732
8685,Metrics/base_velocity/error_vel_xy,0.09412144124507904,1781416527.397513
8692,Metrics/base_velocity/error_vel_xy,0.09374433010816574,1781416561.5279348
8699,Metrics/base_velocity/error_vel_xy,0.09373291581869125,1781416595.8289313
8706,Metrics/base_velocity/error_vel_xy,0.09324079006910324,1781416630.218561
8713,Metrics/base_velocity/error_vel_xy,0.09423352777957916,1781416664.3268242
8720,Metrics/base_velocity/error_vel_xy,0.09392397105693817,1781416698.323595
8727,Metrics/base_velocity/error_vel_xy,0.09351317584514618,1781416732.377786
8734,Metrics/base_velocity/error_vel_xy,0.09327777475118637,1781416766.8255043
8741,Metrics/base_velocity/error_vel_xy,0.09275778383016586,1781416801.6384277
8748,Metrics/base_velocity/error_vel_xy,0.09145767986774445,1781416836.1761346
8755,Metrics/base_velocity/error_vel_xy,0.09239449352025986,1781416870.5354278
8762,Metrics/base_velocity/error_vel_xy,0.09165426343679428,1781416904.3564932
8769,Metrics/base_velocity/error_vel_xy,0.09163283556699753,1781416938.4614646
8776,Metrics/base_velocity/error_vel_xy,0.09134896844625473,1781416973.3142078
8783,Metrics/base_velocity/error_vel_xy,0.09161122888326645,1781417004.9053524
8790,Metrics/base_velocity/error_vel_xy,0.08969420194625854,1781417033.2442663
8797,Metrics/base_velocity/error_vel_xy,0.08845719695091248,1781417061.4795215
8804,Metrics/base_velocity/error_vel_xy,0.08869339525699615,1781417093.428558
8811,Metrics/base_velocity/error_vel_xy,0.08811117708683014,1781417127.722906
8818,Metrics/base_velocity/error_vel_xy,0.08858561515808105,1781417161.8278918
8825,Metrics/base_velocity/error_vel_xy,0.08846092224121094,1781417195.8688786
8832,Metrics/base_velocity/error_vel_xy,0.08912813663482666,1781417230.0836782
8839,Metrics/base_velocity/error_vel_xy,0.08689719438552856,1781417264.0250273
8846,Metrics/base_velocity/error_vel_xy,0.08685038983821869,1781417298.1206412
8853,Metrics/base_velocity/error_vel_xy,0.08746149390935898,1781417332.1405835
8860,Metrics/base_velocity/error_vel_xy,0.08765049278736115,1781417366.6197636
8867,Metrics/base_velocity/error_vel_xy,0.08708912134170532,1781417400.9479585
8874,Metrics/base_velocity/error_vel_xy,0.08683441579341888,1781417433.3566732
8881,Metrics/base_velocity/error_vel_xy,0.08819709718227386,1781417467.6297858
8888,Metrics/base_velocity/error_vel_xy,0.08667993545532227,1781417501.6043715
8895,Metrics/base_velocity/error_vel_xy,0.08607064187526703,1781417535.6772573
8902,Metrics/base_velocity/error_vel_xy,0.08597011864185333,1781417569.9929411
8909,Metrics/base_velocity/error_vel_xy,0.08593243360519409,1781417603.9247332
8916,Metrics/base_velocity/error_vel_xy,0.08505117893218994,1781417638.4085243
8923,Metrics/base_velocity/error_vel_xy,0.08564381301403046,1781417672.4108026
8930,Metrics/base_velocity/error_vel_xy,0.08533059060573578,1781417706.3986273
8937,Metrics/base_velocity/error_vel_xy,0.08526557683944702,1781417740.2147577
8944,Metrics/base_velocity/error_vel_xy,0.08576121181249619,1781417774.2953737
8951,Metrics/base_velocity/error_vel_xy,0.08534466475248337,1781417808.0053227
8958,Metrics/base_velocity/error_vel_xy,0.08319296687841415,1781417842.4511771
