step,tag,value,wall_time
96000,Metrics/base_velocity/error_vel_xy,0.002763388678431511,1780539273.9970522
96003,Metrics/base_velocity/error_vel_xy,0.07402421534061432,1780539286.730817
96006,Metrics/base_velocity/error_vel_xy,0.04000961780548096,1780539300.6817636
96009,Metrics/base_velocity/error_vel_xy,0.04004543274641037,1780539314.3252327
96012,Metrics/base_velocity/error_vel_xy,0.040137652307748795,1780539328.297327
96015,Metrics/base_velocity/error_vel_xy,0.04000173509120941,1780539345.0575895
96018,Metrics/base_velocity/error_vel_xy,0.03994709998369217,1780539361.3276854
96021,Metrics/base_velocity/error_vel_xy,0.03997117280960083,1780539377.8001266
96024,Metrics/base_velocity/error_vel_xy,0.04019537568092346,1780539393.3828022
96027,Metrics/base_velocity/error_vel_xy,0.04010998457670212,1780539407.1956763
96030,Metrics/base_velocity/error_vel_xy,0.04011780396103859,1780539420.8005967
96033,Metrics/base_velocity/error_vel_xy,0.040270671248435974,1780539434.7756104
96036,Metrics/base_velocity/error_vel_xy,0.040316879749298096,1780539448.7545288
96039,Metrics/base_velocity/error_vel_xy,0.04036300629377365,1780539462.3328545
96042,Metrics/base_velocity/error_vel_xy,0.04027765989303589,1780539476.510079
96045,Metrics/base_velocity/error_vel_xy,0.04024774953722954,1780539490.5842981
96048,Metrics/base_velocity/error_vel_xy,0.04033278673887253,1780539504.4197767
96051,Metrics/base_velocity/error_vel_xy,0.04036916419863701,1780539519.1902893
96054,Metrics/base_velocity/error_vel_xy,0.04032202437520027,1780539534.2885334
96057,Metrics/base_velocity/error_vel_xy,0.04046441987156868,1780539550.1252751
96060,Metrics/base_velocity/error_vel_xy,0.04057672619819641,1780539566.7606134
96063,Metrics/base_velocity/error_vel_xy,0.040757112205028534,1780539582.9748182
96066,Metrics/base_velocity/error_vel_xy,0.040988802909851074,1780539599.5871365
96069,Metrics/base_velocity/error_vel_xy,0.04104354977607727,1780539615.876425
96072,Metrics/base_velocity/error_vel_xy,0.04105203598737717,1780539631.86922
96075,Metrics/base_velocity/error_vel_xy,0.04112875461578369,1780539647.9325702
96078,Metrics/base_velocity/error_vel_xy,0.04144753888249397,1780539664.4841497
96081,Metrics/base_velocity/error_vel_xy,0.041581522673368454,1780539679.6838186
96084,Metrics/base_velocity/error_vel_xy,0.042309097945690155,1780539694.4150054
96087,Metrics/base_velocity/error_vel_xy,0.04244905710220337,1780539708.7608786
96090,Metrics/base_velocity/error_vel_xy,0.0427214615046978,1780539723.1422029
96093,Metrics/base_velocity/error_vel_xy,0.04307055100798607,1780539737.3692791
96096,Metrics/base_velocity/error_vel_xy,0.043445222079753876,1780539751.390485
96099,Metrics/base_velocity/error_vel_xy,0.04402189701795578,1780539765.541246
96102,Metrics/base_velocity/error_vel_xy,0.0444105789065361,1780539780.027596
96105,Metrics/base_velocity/error_vel_xy,0.044707320630550385,1780539794.6736522
96108,Metrics/base_velocity/error_vel_xy,0.04519740864634514,1780539810.913769
96111,Metrics/base_velocity/error_vel_xy,0.045631736516952515,1780539827.2017992
96114,Metrics/base_velocity/error_vel_xy,0.0460810661315918,1780539843.6816185
96117,Metrics/base_velocity/error_vel_xy,0.04641037806868553,1780539859.4588888
96120,Metrics/base_velocity/error_vel_xy,0.046785853803157806,1780539875.7697113
96123,Metrics/base_velocity/error_vel_xy,0.04704786092042923,1780539891.7365806
96126,Metrics/base_velocity/error_vel_xy,0.047332458198070526,1780539908.0782166
96129,Metrics/base_velocity/error_vel_xy,0.0476643368601799,1780539924.3858736
96132,Metrics/base_velocity/error_vel_xy,0.04795147478580475,1780539940.321858
96135,Metrics/base_velocity/error_vel_xy,0.04811513051390648,1780539956.8657615
96138,Metrics/base_velocity/error_vel_xy,0.048359356820583344,1780539972.916234
96141,Metrics/base_velocity/error_vel_xy,0.04855143651366234,1780539989.031374
96144,Metrics/base_velocity/error_vel_xy,0.048805322498083115,1780540002.9021075
96147,Metrics/base_velocity/error_vel_xy,0.048948984593153,1780540016.1466358
96150,Metrics/base_velocity/error_vel_xy,0.0490913987159729,1780540029.6348948
96153,Metrics/base_velocity/error_vel_xy,0.04931191727519035,1780540042.9569876
96156,Metrics/base_velocity/error_vel_xy,0.04969489574432373,1780540056.6495428
96159,Metrics/base_velocity/error_vel_xy,0.05023334547877312,1780540070.8458872
96162,Metrics/base_velocity/error_vel_xy,0.05063839256763458,1780540085.3044326
96165,Metrics/base_velocity/error_vel_xy,0.05094575509428978,1780540099.2689447
96168,Metrics/base_velocity/error_vel_xy,0.05126574635505676,1780540113.7224486
96171,Metrics/base_velocity/error_vel_xy,0.05178924649953842,1780540128.3031363
96174,Metrics/base_velocity/error_vel_xy,0.052802976220846176,1780540142.4666336
96177,Metrics/base_velocity/error_vel_xy,0.05404016375541687,1780540155.5593834
96180,Metrics/base_velocity/error_vel_xy,0.056107502430677414,1780540168.7637174
96183,Metrics/base_velocity/error_vel_xy,0.058538198471069336,1780540182.122282
96186,Metrics/base_velocity/error_vel_xy,0.06188862770795822,1780540195.8696811
96189,Metrics/base_velocity/error_vel_xy,0.06706824898719788,1780540210.1604607
96192,Metrics/base_velocity/error_vel_xy,0.07493411004543304,1780540224.4610384
96195,Metrics/base_velocity/error_vel_xy,0.0804748460650444,1780540238.6033492
96198,Metrics/base_velocity/error_vel_xy,0.08376758545637131,1780540252.6759799
96201,Metrics/base_velocity/error_vel_xy,0.08403424918651581,1780540266.9682388
96204,Metrics/base_velocity/error_vel_xy,0.0860421359539032,1780540281.1140518
96207,Metrics/base_velocity/error_vel_xy,0.08941636979579926,1780540295.1695063
96210,Metrics/base_velocity/error_vel_xy,0.09277428686618805,1780540309.0376728
96213,Metrics/base_velocity/error_vel_xy,0.09424739331007004,1780540322.824614
96216,Metrics/base_velocity/error_vel_xy,0.09362626075744629,1780540337.6632977
96219,Metrics/base_velocity/error_vel_xy,0.09231705963611603,1780540353.323604
96222,Metrics/base_velocity/error_vel_xy,0.09160426259040833,1780540369.271216
96225,Metrics/base_velocity/error_vel_xy,0.09054764360189438,1780540383.5175443
96228,Metrics/base_velocity/error_vel_xy,0.09090697765350342,1780540396.8024497
96231,Metrics/base_velocity/error_vel_xy,0.09232847392559052,1780540410.9773939
96234,Metrics/base_velocity/error_vel_xy,0.0946953222155571,1780540425.8177357
96237,Metrics/base_velocity/error_vel_xy,0.09721659868955612,1780540441.7528217
96240,Metrics/base_velocity/error_vel_xy,0.09923696517944336,1780540457.536626
96243,Metrics/base_velocity/error_vel_xy,0.10283102840185165,1780540473.0144742
96246,Metrics/base_velocity/error_vel_xy,0.10428150743246078,1780540488.672545
96249,Metrics/base_velocity/error_vel_xy,0.10623462498188019,1780540504.735327
96252,Metrics/base_velocity/error_vel_xy,0.1073886975646019,1780540520.5414796
96255,Metrics/base_velocity/error_vel_xy,0.108667753636837,1780540536.4271698
96258,Metrics/base_velocity/error_vel_xy,0.10829833149909973,1780540551.9599109
96261,Metrics/base_velocity/error_vel_xy,0.10871154069900513,1780540567.6450033
96264,Metrics/base_velocity/error_vel_xy,0.10870032012462616,1780540583.0970905
96267,Metrics/base_velocity/error_vel_xy,0.1082729697227478,1780540598.5977097
96270,Metrics/base_velocity/error_vel_xy,0.10682722926139832,1780540614.173133
96273,Metrics/base_velocity/error_vel_xy,0.10558553785085678,1780540629.5732791
96276,Metrics/base_velocity/error_vel_xy,0.10499957203865051,1780540643.3656635
96279,Metrics/base_velocity/error_vel_xy,0.10500124096870422,1780540657.144636
96282,Metrics/base_velocity/error_vel_xy,0.10477076470851898,1780540671.058112
96285,Metrics/base_velocity/error_vel_xy,0.10521512478590012,1780540684.9652832
96288,Metrics/base_velocity/error_vel_xy,0.1067819595336914,1780540698.5234656
96291,Metrics/base_velocity/error_vel_xy,0.10854509472846985,1780540712.1959064
96294,Metrics/base_velocity/error_vel_xy,0.10802063345909119,1780540725.7409053
96297,Metrics/base_velocity/error_vel_xy,0.10786253213882446,1780540739.2677128
96300,Metrics/base_velocity/error_vel_xy,0.10937195271253586,1780540753.122563
96303,Metrics/base_velocity/error_vel_xy,0.10843326896429062,1780540766.6677718
96306,Metrics/base_velocity/error_vel_xy,0.10722639411687851,1780540780.1675563
96309,Metrics/base_velocity/error_vel_xy,0.10719509422779083,1780540794.0501037
96312,Metrics/base_velocity/error_vel_xy,0.1063152551651001,1780540807.6615818
96315,Metrics/base_velocity/error_vel_xy,0.10729239881038666,1780540821.3219008
96318,Metrics/base_velocity/error_vel_xy,0.10798703134059906,1780540834.9984004
96321,Metrics/base_velocity/error_vel_xy,0.10778427124023438,1780540848.7258375
96324,Metrics/base_velocity/error_vel_xy,0.1073085367679596,1780540862.5300243
96327,Metrics/base_velocity/error_vel_xy,0.1040324866771698,1780540876.1980708
96330,Metrics/base_velocity/error_vel_xy,0.10164066404104233,1780540890.1899424
96333,Metrics/base_velocity/error_vel_xy,0.099119171500206,1780540904.1009858
96336,Metrics/base_velocity/error_vel_xy,0.09665930271148682,1780540917.588155
96339,Metrics/base_velocity/error_vel_xy,0.09524445980787277,1780540930.8693607
96342,Metrics/base_velocity/error_vel_xy,0.09414713084697723,1780540943.9787312
96345,Metrics/base_velocity/error_vel_xy,0.09458498656749725,1780540957.7752466
96348,Metrics/base_velocity/error_vel_xy,0.09430529922246933,1780540971.2977858
96351,Metrics/base_velocity/error_vel_xy,0.09624358266592026,1780540984.2752442
96354,Metrics/base_velocity/error_vel_xy,0.09727825224399567,1780540997.3677552
96357,Metrics/base_velocity/error_vel_xy,0.10201500356197357,1780541011.0712008
