step,tag,value,wall_time
43000,Metrics/base_velocity/error_vel_xy,0.008597668260335922,1780805723.5884588
43005,Metrics/base_velocity/error_vel_xy,0.11008356511592865,1780805748.0970616
43010,Metrics/base_velocity/error_vel_xy,0.11324679851531982,1780805773.7872443
43015,Metrics/base_velocity/error_vel_xy,0.11808811873197556,1780805798.8602211
43020,Metrics/base_velocity/error_vel_xy,0.13430559635162354,1780805823.6354055
43025,Metrics/base_velocity/error_vel_xy,0.1443326473236084,1780805848.4536989
43030,Metrics/base_velocity/error_vel_xy,0.15471117198467255,1780805873.251868
43035,Metrics/base_velocity/error_vel_xy,0.15363121032714844,1780805897.9050078
43040,Metrics/base_velocity/error_vel_xy,0.16572508215904236,1780805922.2431562
43045,Metrics/base_velocity/error_vel_xy,0.18381249904632568,1780805946.4958887
43050,Metrics/base_velocity/error_vel_xy,0.2026541829109192,1780805970.6409292
43055,Metrics/base_velocity/error_vel_xy,0.22018691897392273,1780805994.558148
43060,Metrics/base_velocity/error_vel_xy,0.24287867546081543,1780806018.6843126
43065,Metrics/base_velocity/error_vel_xy,0.3237224519252777,1780806042.9117496
43070,Metrics/base_velocity/error_vel_xy,0.3713873326778412,1780806067.0612373
43075,Metrics/base_velocity/error_vel_xy,0.38045555353164673,1780806091.0176082
43080,Metrics/base_velocity/error_vel_xy,0.384252667427063,1780806115.1411052
43085,Metrics/base_velocity/error_vel_xy,0.3938767611980438,1780806140.125278
43090,Metrics/base_velocity/error_vel_xy,0.4057328701019287,1780806164.5128815
43095,Metrics/base_velocity/error_vel_xy,0.4034411311149597,1780806188.4826424
43100,Metrics/base_velocity/error_vel_xy,0.4311695992946625,1780806212.225576
43105,Metrics/base_velocity/error_vel_xy,0.4076489806175232,1780806235.8208723
43110,Metrics/base_velocity/error_vel_xy,0.4540596604347229,1780806259.4509332
43115,Metrics/base_velocity/error_vel_xy,0.4673803746700287,1780806283.1083646
43120,Metrics/base_velocity/error_vel_xy,0.462158203125,1780806306.6337802
43125,Metrics/base_velocity/error_vel_xy,0.46380218863487244,1780806330.2958443
43130,Metrics/base_velocity/error_vel_xy,0.4604153633117676,1780806354.144663
43135,Metrics/base_velocity/error_vel_xy,0.4600861668586731,1780806377.9453664
43140,Metrics/base_velocity/error_vel_xy,0.4562530219554901,1780806401.3594673
43145,Metrics/base_velocity/error_vel_xy,0.4713784456253052,1780806424.8165035
43150,Metrics/base_velocity/error_vel_xy,0.48461708426475525,1780806448.320317
43155,Metrics/base_velocity/error_vel_xy,0.49580511450767517,1780806471.694298
43160,Metrics/base_velocity/error_vel_xy,0.5044952630996704,1780806494.8954604
43165,Metrics/base_velocity/error_vel_xy,0.5073570609092712,1780806518.2053416
43170,Metrics/base_velocity/error_vel_xy,0.5138384699821472,1780806541.5685225
43175,Metrics/base_velocity/error_vel_xy,0.516252338886261,1780806564.8201275
43180,Metrics/base_velocity/error_vel_xy,0.5111821293830872,1780806588.3111997
43185,Metrics/base_velocity/error_vel_xy,0.5086202621459961,1780806611.818234
43190,Metrics/base_velocity/error_vel_xy,0.5013425350189209,1780806635.3888102
43195,Metrics/base_velocity/error_vel_xy,0.4858381748199463,1780806659.1576247
43200,Metrics/base_velocity/error_vel_xy,0.46833381056785583,1780806682.7943966
43205,Metrics/base_velocity/error_vel_xy,0.4508896768093109,1780806706.5929437
43210,Metrics/base_velocity/error_vel_xy,0.4316820502281189,1780806730.6909888
43215,Metrics/base_velocity/error_vel_xy,0.4114564061164856,1780806754.34291
43220,Metrics/base_velocity/error_vel_xy,0.38827356696128845,1780806778.304787
43225,Metrics/base_velocity/error_vel_xy,0.3734325170516968,1780806802.178074
43230,Metrics/base_velocity/error_vel_xy,0.3635421693325043,1780806826.0417342
43235,Metrics/base_velocity/error_vel_xy,0.3562583923339844,1780806849.690008
43240,Metrics/base_velocity/error_vel_xy,0.3396395146846771,1780806873.2997856
43245,Metrics/base_velocity/error_vel_xy,0.32857373356819153,1780806896.9860547
43250,Metrics/base_velocity/error_vel_xy,0.3169430196285248,1780806920.5519693
43255,Metrics/base_velocity/error_vel_xy,0.3091222643852234,1780806944.183501
43260,Metrics/base_velocity/error_vel_xy,0.30252906680107117,1780806967.6410074
43265,Metrics/base_velocity/error_vel_xy,0.2874765396118164,1780806991.2911499
43270,Metrics/base_velocity/error_vel_xy,0.2876979112625122,1780807015.0639641
43275,Metrics/base_velocity/error_vel_xy,0.2723377048969269,1780807038.645497
43280,Metrics/base_velocity/error_vel_xy,0.2693345546722412,1780807062.282482
43285,Metrics/base_velocity/error_vel_xy,0.2616302967071533,1780807086.0622592
43290,Metrics/base_velocity/error_vel_xy,0.25702887773513794,1780807109.916244
43295,Metrics/base_velocity/error_vel_xy,0.253113329410553,1780807133.6049774
43300,Metrics/base_velocity/error_vel_xy,0.24743428826332092,1780807157.8427439
43305,Metrics/base_velocity/error_vel_xy,0.23994457721710205,1780807181.817801
43310,Metrics/base_velocity/error_vel_xy,0.23653987050056458,1780807205.5401866
43315,Metrics/base_velocity/error_vel_xy,0.23500625789165497,1780807229.0649185
