t,left_x,left_y,left_z,left_qw,left_qx,left_qy,left_qz,left_vx,left_vy,left_vz,left_wx,left_wy,left_wz,left_Fx,left_Fy,left_Fz,left_Mx,left_My,left_Mz,right_x,right_y,right_z,right_qw,right_qx,right_qy,right_qz,right_vx,right_vy,right_vz,right_wx,right_wy,right_wz,right_Fx,right_Fy,right_Fz,right_Mx,right_My,right_Mz
8.755,1.841,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,6.0329507974864e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.841,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.82851167483664e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.76,1.842,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.59205869898578e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.842,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.61238042366399e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.765,1.843,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,6.0329507974864e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.843,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.82851167483664e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.77,1.844,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,5.61661716325195e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.844,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.41217804060219e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.775,1.845,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.64117562751815e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.845,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,5.43673650486839e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.78,1.846,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.22484199328375e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.846,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,5.02040287063399e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.785,1.847,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.32494004575499e-16,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.847,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.04496133490014e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.79,1.848,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.28330668233155e-16,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.848,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,8.62862770066574e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.795,1.849,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,7.97584109058045e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.849,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,3.77140196793069e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.8,1.85,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,7.559507456346e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.85,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,3.35506833369624e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.805,1.851,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,2.70228172361093e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.851,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.50215739903883e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.81,1.852,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,2.70228172361093e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.852,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.50215739903883e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.815,1.853,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-6.17950247339031e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.853,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.03839415960401e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.82,1.854,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.73861037488969e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.854,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.94304949753946e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.825,1.855,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.73861037488969e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.855,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.94304949753946e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.83,1.856,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.06203945718909e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.856,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.48248336945407e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
8.835,1.857,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.76316883915588e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.857,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.96760796180565e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.84,1.858,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.42286194019227e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.858,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.84330585245725e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
8.845,1.859,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.38122857676882e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.859,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.8016724890338e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
8.85,1.86,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.78368442319544e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.86,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.20412833546042e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.9160352106384e-18
8.855,1.861,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.742051059772e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.861,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.16249497203698e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.9160352106384e-18
8.86,1.862,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.70041769634856e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.862,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.12086160861354e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.9160352106384e-18
8.865,1.863,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.21469512307505e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.863,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.63513903534003e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
8.87,1.864,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.28972549801549e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.864,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.14941646206653e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.875,1.865,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.28972549801549e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.865,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.14941646206653e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.88,1.866,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.84883339951484e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.866,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.05327252216461e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.885,1.867,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.84883339951484e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.867,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.05327252216461e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.89,1.868,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.59205869898578e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.868,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.61238042366399e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.895,1.869,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.84883339951484e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.869,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.05327252216461e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.9,1.87,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,6.0329507974864e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.87,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.82851167483664e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.905,1.871,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.59205869898578e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.871,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.61238042366399e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.91,1.872,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,6.0329507974864e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.872,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.82851167483664e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.915,1.873,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.44984013602532e-16,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.873,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.02939622376034e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.92,1.874,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.64117562751815e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.874,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,5.43673650486839e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.925,1.875,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.36657340917844e-16,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.875,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.46129496913459e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.93,1.876,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.32494004575499e-16,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.876,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.04496133490014e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.935,1.877,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.28330668233155e-16,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.877,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,8.62862770066574e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
8.94,1.878,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,7.97584109058045e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.878,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,3.77140196793069e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.945,1.879,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,7.559507456346e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.879,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,3.35506833369624e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.95,1.88,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,7.14317382211155e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.88,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,2.93873469946179e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.955,1.881,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,2.28594808937651e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.881,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.91849103327326e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.96,1.882,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,2.28594808937651e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.882,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.91849103327326e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.965,1.883,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.15494400912412e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.883,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-6.35938313177389e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.97,1.884,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.15494400912412e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.884,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-6.35938313177389e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.975,1.885,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.10367282061254e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.885,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.52411673287752e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
8.98,1.886,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-6.17950247339031e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.886,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.03839415960401e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
8.985,1.887,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.46449530361571e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.887,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.88493921588069e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
8.99,1.888,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.42286194019227e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.888,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.84330585245725e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
8.995,1.889,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.37139366918764e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.889,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.35758327918374e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
9,1.89,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.78368442319544e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.89,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.20412833546042e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.9160352106384e-18
9.005,1.891,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.29796184992194e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.891,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.71840576218692e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
9.01,1.892,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.25632848649849e-16,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.892,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.67677239876347e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
9.015,1.893,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.70605913224989e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.893,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.19104982548997e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.02,1.894,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.70605913224989e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.894,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.19104982548997e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.025,1.895,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-3.26516703374928e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.895,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.46960615639905e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.03,1.896,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-3.26516703374928e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.896,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-7.46960615639905e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.035,1.897,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.17572506475135e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.897,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-3.02871405789842e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.04,1.898,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,5.61661716325195e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.898,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.41217804060219e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.045,1.899,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,5.20028352901755e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.899,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.95844406367787e-18,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.05,1.9,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.64117562751815e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.9,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,5.43673650486839e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
9.055,1.901,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,4.7839498947831e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.901,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,5.79510772133336e-18,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.06,1.902,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,1.32494004575499e-16,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.902,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,9.04496133490014e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063842e-18
9.065,1.903,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,3.95128262631425e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.903,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.53156496335513e-18,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.07,1.904,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,3.95128262631425e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.904,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-2.53156496335513e-18,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.075,1.905,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,8.39217472481485e-17,-3.39177085319996e-18,0.24525,1.87869079035973e-32,0.0220725,-7.91603521063841e-18,1.905,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,4.18773560216509e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.08,1.906,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.0594310642082e-18,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.906,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.11038222907059e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.085,1.907,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.0594310642082e-18,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220725,-7.9160352106384e-18,1.907,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.11038222907059e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.09,1.908,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.34683520492145e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.908,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.55127432757122e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.095,1.909,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.34683520492145e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.909,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.55127432757122e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
9.1,1.91,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.78772730342209e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.91,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.39921664260719e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
9.105,1.911,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.37139366918764e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,1.911,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.35758327918374e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220724999999999,-7.91603521063841e-18
