t,left_x,left_y,left_z,left_qw,left_qx,left_qy,left_qz,left_vx,left_vy,left_vz,left_wx,left_wy,left_wz,left_Fx,left_Fy,left_Fz,left_Mx,left_My,left_Mz,right_x,right_y,right_z,right_qw,right_qx,right_qy,right_qz,right_vx,right_vy,right_vz,right_wx,right_wy,right_wz,right_Fx,right_Fy,right_Fz,right_Mx,right_My,right_Mz
1.06,0.302,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.302,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.065,0.303,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.303,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.07,0.304,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.304,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.075,0.305,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.305,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.08,0.306,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.306,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.085,0.307,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.307,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.09,0.308,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.308,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.095,0.309,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.309,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.1,0.31,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.31,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.105,0.311,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.311,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.11,0.312,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.312,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.115,0.313,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.313,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.12,0.314,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.314,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.125,0.315,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.315,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.13,0.316,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.316,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.135,0.317,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.317,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.14,0.318,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.318,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.145,0.319,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.319,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.15,0.32,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.37539005837443e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.32,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.57982918102421e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.155,0.321,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.321,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.16,0.322,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.322,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.165,0.323,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.323,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.17,0.324,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.324,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.175,0.325,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.325,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.18,0.326,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.326,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.185,0.327,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.327,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.19,0.328,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.328,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.195,0.329,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.329,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.2,0.33,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.33,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.205,0.331,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.331,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.21,0.332,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.332,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.215,0.333,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.333,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.22,0.334,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.334,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.225,0.335,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.335,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.23,0.336,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.336,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.235,0.337,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.337,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.24,0.338,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-5.48561308299959e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.338,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.69005220564937e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.245,0.339,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.339,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.25,0.34,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.34,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.255,0.341,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-3.82027854606186e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.341,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.02471766871163e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.26,0.342,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.342,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.265,0.343,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-3.82027854606186e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.343,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.02471766871163e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.27,0.344,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.344,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.275,0.345,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-3.82027854606186e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.345,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-8.02471766871163e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.28,0.346,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.346,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.285,0.347,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.347,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.29,0.348,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.348,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.295,0.349,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.349,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.3,0.35,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.35,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.305,0.351,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.351,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.31,0.352,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.352,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.315,0.353,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.353,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.32,0.354,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.354,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.325,0.355,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.355,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.33,0.356,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.356,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.335,0.357,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.357,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.34,0.358,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.358,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.345,0.359,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.359,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.35,0.36,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.36,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.355,0.361,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.361,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.36,0.362,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.362,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.365,0.363,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.363,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.37,0.364,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.364,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.375,0.365,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.365,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.38,0.366,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.366,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.385,0.367,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.367,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.39,0.368,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.368,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.395,0.369,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.369,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.4,0.37,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.37,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.405,0.371,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-4.93050157068701e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.371,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-9.13494069333678e-17,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
1.41,0.372,0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-6.04072459531217e-17,-3.39177085319997e-18,0.24525,1.87869079035973e-32,0.0220724999999999,-7.9160352106384e-18,0.372,-0.22,-0.08,1,0,0,0,0.2,0,0,0,0,0,-1.02451637179619e-16,-3.39177085319997e-18,0.24525,1.87839907910835e-32,0.0220725,-7.91603521063841e-18
