step,time_s,command_vx,actual_vx,actual_vy,speed_error_xy,vx_error,vy_error,hand_pos_error,torso_ang_vel_xy,pelvis_ang_vel_xy,action_rate,done,timeout,terminated
58,1.16,0.25,0.25210702419281006,0.014185275882482529,0.014340906403958797,0.0021070241928100586,0.014185275882482529,0.4344915747642517,0.07477137446403503,0.2724562883377075,0.18060727417469025,0,0,0
59,1.18,0.25,0.25618043541908264,0.01396067813038826,0.015267557464540005,0.006180435419082642,0.01396067813038826,0.43403029441833496,0.08044201880693436,0.38576292991638184,0.15228763222694397,0,0,0
60,1.2,0.25,0.2608641982078552,0.009327405132353306,0.014318914152681828,0.010864198207855225,0.009327405132353306,0.4337767958641052,0.05908510833978653,0.44666630029678345,0.12179748713970184,0,0,0
61,1.22,0.25,0.2642572224140167,0.0066208732314407825,0.01571955345571041,0.014257222414016724,0.0066208732314407825,0.43389779329299927,0.05052567645907402,0.4394548535346985,0.20860549807548523,0,0,0
62,1.24,0.25,0.26277437806129456,0.0030450893100351095,0.013132300227880478,0.012774378061294556,0.0030450893100351095,0.4343116283416748,0.053681377321481705,0.41665294766426086,0.1947847306728363,0,0,0
63,1.26,0.25,0.263994038105011,0.0007682936848141253,0.014015112072229385,0.013994038105010986,0.0007682936848141253,0.4346839189529419,0.04813334718346596,0.43857792019844055,0.14948990941047668,0,0,0
64,1.28,0.25,0.26260268688201904,-0.0017109739128500223,0.012718300335109234,0.012602686882019043,-0.0017109739128500223,0.43521419167518616,0.04138021543622017,0.375361829996109,0.21660704910755157,0,0,0
65,1.3,0.25,0.2588129937648773,-0.00313928141258657,0.009355423972010612,0.00881299376487732,-0.00313928141258657,0.43598389625549316,0.032860562205314636,0.311382919549942,0.17747507989406586,0,0,0
66,1.32,0.25,0.26562950015068054,-0.0018249438144266605,0.015735682100057602,0.015629500150680542,-0.0018249438144266605,0.43668675422668457,0.04267948493361473,0.3731956481933594,0.22842805087566376,0,0,0
67,1.34,0.25,0.26429688930511475,-0.0010278585832566023,0.01433379016816616,0.014296889305114746,-0.0010278585832566023,0.4373626112937927,0.04353940859436989,0.28068605065345764,0.25958624482154846,0,0,0
68,1.36,0.25,0.26230093836784363,-0.0026280684396624565,0.012578546069562435,0.012300938367843628,-0.0026280684396624565,0.4377894997596741,0.039082881063222885,0.18896089494228363,0.2824345827102661,0,0,0
69,1.3800000000000001,0.25,0.26127156615257263,-0.00441216304898262,0.012104353867471218,0.011271566152572632,-0.00441216304898262,0.43796083331108093,0.0304652638733387,0.14662931859493256,0.3021880090236664,0,0,0
70,1.4000000000000001,0.25,0.26009929180145264,-0.005122390575706959,0.011324071325361729,0.010099291801452637,-0.005122390575706959,0.43784958124160767,0.04312773421406746,0.2420012652873993,0.3921351134777069,0,0,0
71,1.42,0.25,0.26498883962631226,-0.0030861401464790106,0.015303254127502441,0.014988839626312256,-0.0030861401464790106,0.4371821880340576,0.0943313017487526,0.3375938832759857,0.4139065444469452,0,0,0
72,1.44,0.25,0.2691015899181366,-0.00944969430565834,0.021311204880475998,0.019101589918136597,-0.00944969430565834,0.4361985921859741,0.08591999858617783,0.49666935205459595,0.46531882882118225,0,0,0
73,1.46,0.25,0.2674501836299896,-0.005537928082048893,0.01830785535275936,0.017450183629989624,-0.005537928082048893,0.43515318632125854,0.08297672867774963,0.5242801904678345,0.5219584107398987,0,0,0
74,1.48,0.25,0.27186688780784607,-0.004665645305067301,0.02235909178853035,0.02186688780784607,-0.004665645305067301,0.4340624213218689,0.08295579254627228,0.47271645069122314,0.5130151510238647,0,0,0
75,1.5,0.25,0.2735855281352997,-0.004151797853410244,0.02394816465675831,0.023585528135299683,-0.004151797853410244,0.4330911636352539,0.08025974780321121,0.4129745066165924,0.47032430768013,0,0,0
76,1.52,0.25,0.2682299315929413,-0.0019489050609990954,0.018333811312913895,0.018229931592941284,-0.0019489050609990954,0.4321786165237427,0.060937583446502686,0.3094390630722046,0.47548532485961914,0,0,0
77,1.54,0.25,0.26139503717422485,0.005434899125248194,0.012624776922166348,0.011395037174224854,0.005434899125248194,0.4313114881515503,0.029387442395091057,0.16780729591846466,0.3280608057975769,0,0,0
78,1.56,0.25,0.2530285716056824,0.011375569738447666,0.011771824210882187,0.003028571605682373,0.011375569738447666,0.4306703805923462,0.0018273703753948212,0.1407233625650406,0.24264875054359436,0,0,0
79,1.58,0.25,0.254978209733963,0.014766503125429153,0.01558307372033596,0.004978209733963013,0.014766503125429153,0.43031972646713257,0.023051004856824875,0.20667262375354767,0.18067210912704468,0,0,0
80,1.6,0.25,0.2578471601009369,0.012891119346022606,0.015091681852936745,0.00784716010093689,0.012891119346022606,0.4302115738391876,0.05257546901702881,0.314895361661911,0.25550511479377747,0,0,0
81,1.62,0.25,0.2536347508430481,0.010420180857181549,0.011035922914743423,0.0036347508430480957,0.010420180857181549,0.4302501976490021,0.08620788902044296,0.38426461815834045,0.20316700637340546,0,0,0
82,1.6400000000000001,0.25,0.24986247718334198,0.008585401810705662,0.008586502633988857,-0.00013752281665802002,0.008585401810705662,0.43034276366233826,0.10803443193435669,0.4069945514202118,0.18620271980762482,0,0,0
83,1.6600000000000001,0.25,0.25246599316596985,0.00838104821741581,0.00873630866408348,0.0024659931659698486,0.00838104821741581,0.43040114641189575,0.10899009555578232,0.4452197551727295,0.23273944854736328,0,0,0
84,1.68,0.25,0.25369423627853394,0.006972617469727993,0.00789080373942852,0.0036942362785339355,0.006972617469727993,0.4307379424571991,0.06754854321479797,0.36002248525619507,0.27142927050590515,0,0,0
85,1.7,0.25,0.2509385645389557,0.001943817245773971,0.0021585477516055107,0.0009385645389556885,0.001943817245773971,0.43126267194747925,0.06787670403718948,0.3122401535511017,0.20453907549381256,0,0,0
86,1.72,0.25,0.2520611584186554,-0.0014376703184098005,0.0025130200665444136,0.0020611584186553955,-0.0014376703184098005,0.4315650463104248,0.0440148301422596,0.30378827452659607,0.243819460272789,0,0,0
87,1.74,0.25,0.2470950186252594,-0.0017875703051686287,0.003410912584513426,-0.0029049813747406006,-0.0017875703051686287,0.43157100677490234,0.04407089576125145,0.29447898268699646,0.21815533936023712,0,0,0
88,1.76,0.25,0.24116002023220062,-0.005942387972027063,0.01065162941813469,-0.008839979767799377,-0.005942387972027063,0.43130409717559814,0.035585470497608185,0.25479310750961304,0.22285020351409912,0,0,0
89,1.78,0.25,0.24403496086597443,-0.008924762718379498,0.01073466707020998,-0.005965039134025574,-0.008924762718379498,0.4310135543346405,0.02341643162071705,0.2545858323574066,0.20792314410209656,0,0,0
90,1.8,0.25,0.25095218420028687,-0.008681554347276688,0.008733616210520267,0.0009521842002868652,-0.008681554347276688,0.4309324026107788,0.04178089275956154,0.2313869446516037,0.21811455488204956,0,0,0
91,1.82,0.25,0.2540169656276703,-0.010478198528289795,0.011221793480217457,0.004016965627670288,-0.010478198528289795,0.4309423565864563,0.03817146271467209,0.28833961486816406,0.2620735466480255,0,0,0
92,1.84,0.25,0.25246456265449524,-0.009967828169465065,0.010267992503941059,0.0024645626544952393,-0.009967828169465065,0.4308735728263855,0.029754776507616043,0.29088282585144043,0.2487124502658844,0,0,0
93,1.86,0.25,0.2483428716659546,-0.009145225398242474,0.009294150397181511,-0.0016571283340454102,-0.009145225398242474,0.43061989545822144,0.03217373043298721,0.2564522624015808,0.21967871487140656,0,0,0
94,1.8800000000000001,0.25,0.2514288127422333,-0.008353814482688904,0.008475123904645443,0.0014288127422332764,-0.008353814482688904,0.43029147386550903,0.025165336206555367,0.26195070147514343,0.20968568325042725,0,0,0
95,1.9000000000000001,0.25,0.25229740142822266,-0.00596716720610857,0.006394148804247379,0.0022974014282226562,-0.00596716720610857,0.4301891326904297,0.03680573031306267,0.28571733832359314,0.23840071260929108,0,0,0
96,1.92,0.25,0.2506360709667206,-0.0019515572348609567,0.0020525988657027483,0.0006360709667205811,-0.0019515572348609567,0.4301915764808655,0.02368900366127491,0.2989254891872406,0.21821604669094086,0,0,0
97,1.94,0.25,0.24139833450317383,0.004743033554404974,0.009822678752243519,-0.008601665496826172,0.004743033554404974,0.4301753044128418,0.11273792386054993,0.284909188747406,0.26766857504844666,0,0,0
98,1.96,0.25,0.24292035400867462,0.003155310405418277,0.007750959135591984,-0.007079645991325378,0.003155310405418277,0.430086612701416,0.10112746059894562,0.277134507894516,0.28457123041152954,0,0,0
99,1.98,0.25,0.24196341633796692,0.0017423153622075915,0.008223280310630798,-0.008036583662033081,0.0017423153622075915,0.4301948547363281,0.09019297361373901,0.27987203001976013,0.26704007387161255,0,0,0
100,2.0,0.25,0.2405937761068344,-0.0014810514403507113,0.009522109292447567,-0.009406223893165588,-0.0014810514403507113,0.4306755065917969,0.07822398841381073,0.3404107391834259,0.22818908095359802,0,0,0
101,2.02,0.25,0.23806121945381165,-0.0005797508638352156,0.011952848173677921,-0.011938780546188354,-0.0005797508638352156,0.4314225912094116,0.07311444729566574,0.4105631709098816,0.2789306044578552,0,0,0
102,2.04,0.25,0.24333426356315613,0.004396660719066858,0.00798515323549509,-0.006665736436843872,0.004396660719066858,0.4323444366455078,0.06473659723997116,0.41544046998023987,0.3476480543613434,0,0,0
103,2.06,0.25,0.2505035400390625,0.003352823667228222,0.0033904246520251036,0.0005035400390625,0.003352823667228222,0.4336889982223511,0.05490594729781151,0.3880307972431183,0.293650358915329,0,0,0
104,2.08,0.25,0.2502773106098175,0.0014262020122259855,0.001452911994419992,0.0002773106098175049,0.0014262020122259855,0.435243159532547,0.037288617342710495,0.3782617151737213,0.3204081952571869,0,0,0
105,2.1,0.25,0.25168079137802124,0.0007702087750658393,0.001848859479650855,0.0016807913780212402,0.0007702087750658393,0.4366137981414795,0.039329852908849716,0.3289072811603546,0.2981495261192322,0,0,0
106,2.12,0.25,0.2531248927116394,-0.00034428428625687957,0.0031438011210411787,0.0031248927116394043,-0.00034428428625687957,0.4378463625907898,0.03959786146879196,0.26325586438179016,0.31175658106803894,0,0,0
107,2.14,0.25,0.25041434168815613,0.0009985251817852259,0.001081078895367682,0.00041434168815612793,0.0009985251817852259,0.43882977962493896,0.030825743451714516,0.1605907827615738,0.2311689406633377,0,0,0
108,2.16,0.25,0.25332963466644287,-8.735695155337453e-05,0.003330780426040292,0.003329634666442871,-8.735695155337453e-05,0.43958020210266113,0.022240130230784416,0.07354956865310669,0.1883392035961151,0,0,0
109,2.18,0.25,0.2539730370044708,-0.00014257727889344096,0.003975594416260719,0.003973037004470825,-0.00014257727889344096,0.4401811361312866,0.014327514916658401,0.06900156289339066,0.152883380651474,0,0,0
110,2.2,0.25,0.2529929280281067,0.00253885705024004,0.003924718126654625,0.0029929280281066895,0.00253885705024004,0.44056323170661926,0.019731666892766953,0.13383567333221436,0.13833440840244293,0,0,0
111,2.22,0.25,0.25759896636009216,0.0037854211404919624,0.008489622734487057,0.007598966360092163,0.0037854211404919624,0.4410219192504883,0.027117788791656494,0.19599248468875885,0.12204913794994354,0,0,0
112,2.24,0.25,0.2579413950443268,0.0014960381668061018,0.008081081323325634,0.007941395044326782,0.0014960381668061018,0.441636860370636,0.04218284785747528,0.24001607298851013,0.186208114027977,0,0,0
113,2.2600000000000002,0.25,0.25889039039611816,-0.002662170445546508,0.009280419908463955,0.008890390396118164,-0.002662170445546508,0.44240325689315796,0.06529515236616135,0.24510489404201508,0.13456621766090393,0,0,0
114,2.2800000000000002,0.25,0.2582349479198456,-0.006725471932440996,0.01063232496380806,0.008234947919845581,-0.006725471932440996,0.44337785243988037,0.06058536097407341,0.3005704879760742,0.19229832291603088,0,0,0
115,2.3000000000000003,0.25,0.25449860095977783,-0.008161962032318115,0.009319605305790901,0.004498600959777832,-0.008161962032318115,0.4442513883113861,0.03459659963846207,0.36265838146209717,0.20492126047611237,0,0,0
116,2.32,0.25,0.25110799074172974,-0.00804117415100336,0.008117150515317917,0.0011079907417297363,-0.00804117415100336,0.44487273693084717,0.039872560650110245,0.3753253221511841,0.11580466479063034,0,0,0
117,2.34,0.25,0.2513379454612732,-0.006251034792512655,0.006392615381628275,0.0013379454612731934,-0.006251034792512655,0.4453832805156708,0.061620309948921204,0.3468632400035858,0.1570163518190384,0,0,0
118,2.36,0.25,0.2550770342350006,-0.0017034251941367984,0.005355178378522396,0.00507703423500061,-0.0017034251941367984,0.4459218382835388,0.10596401244401932,0.3257524371147156,0.13688595592975616,0,0,0
119,2.38,0.25,0.25532957911491394,0.000353735318640247,0.005341305397450924,0.00532957911491394,0.000353735318640247,0.4463542699813843,0.11756682395935059,0.34785598516464233,0.18213237822055817,0,0,0
120,2.4,0.25,0.25819408893585205,-0.004240226466208696,0.00922619178891182,0.00819408893585205,-0.004240226466208696,0.44673633575439453,0.11492215842008591,0.357595294713974,0.16316086053848267,0,0,0
121,2.42,0.25,0.25750550627708435,-0.0042213196866214275,0.00861116498708725,0.007505506277084351,-0.0042213196866214275,0.4471815824508667,0.12826016545295715,0.27837973833084106,0.24354951083660126,0,0,0
122,2.44,0.25,0.2604047954082489,-0.00404718704521656,0.011164205148816109,0.010404795408248901,-0.00404718704521656,0.44738465547561646,0.10347301512956619,0.25832876563072205,0.20243071019649506,0,0,0
123,2.46,0.25,0.2530929744243622,-0.005374031141400337,0.006200540345162153,0.0030929744243621826,-0.005374031141400337,0.4473225176334381,0.07808032631874084,0.1990363597869873,0.25832751393318176,0,0,0
124,2.48,0.25,0.24943505227565765,-0.005352441221475601,0.0053821736946702,-0.0005649477243423462,-0.005352441221475601,0.4468229115009308,0.059563376009464264,0.17288647592067719,0.2718946635723114,0,0,0
125,2.5,0.25,0.24092888832092285,-0.0007684240699745715,0.00910360086709261,-0.009071111679077148,-0.0007684240699745715,0.4460761547088623,0.06949309259653091,0.23109756410121918,0.28548625111579895,0,0,0
126,2.52,0.25,0.24290268123149872,0.0025634097401052713,0.007546058855950832,-0.007097318768501282,0.0025634097401052713,0.4448933005332947,0.10207877308130264,0.3008856773376465,0.3625588119029999,0,0,0
127,2.54,0.25,0.2499682456254959,0.0005277450545690954,0.0005286995437927544,-3.1754374504089355e-05,0.0005277450545690954,0.4433286786079407,0.12146291136741638,0.3628205955028534,0.4128631353378296,0,0,0
128,2.56,0.25,0.24760738015174866,-0.0057059964165091515,0.0061873276717960835,-0.0023926198482513428,-0.0057059964165091515,0.44185417890548706,0.11500401794910431,0.5169097781181335,0.43883636593818665,0,0,0
129,2.58,0.25,0.24997742474079132,-0.003142164321616292,0.0031422453466802835,-2.25752592086792e-05,-0.003142164321616292,0.4401552379131317,0.09266337007284164,0.4103935956954956,0.4139045774936676,0,0,0
130,2.6,0.25,0.2532467544078827,-0.0009927706560119987,0.0033951448276638985,0.0032467544078826904,-0.0009927706560119987,0.4382561445236206,0.09376057982444763,0.36261987686157227,0.4801770746707916,0,0,0
131,2.62,0.25,0.25790247321128845,0.00043696811189875007,0.007914545014500618,0.007902473211288452,0.00043696811189875007,0.4364566504955292,0.10360697656869888,0.31267184019088745,0.5108544826507568,0,0,0
132,2.64,0.25,0.25056934356689453,0.0015804588329046965,0.0016798815922811627,0.0005693435668945312,0.0015804588329046965,0.4348241090774536,0.05304307863116264,0.15894392132759094,0.46955767273902893,0,0,0
133,2.66,0.25,0.24192339181900024,0.0020939544774591923,0.008343635126948357,-0.008076608180999756,0.0020939544774591923,0.4333851635456085,0.017455721274018288,0.13277281820774078,0.331598162651062,0,0,0
134,2.68,0.25,0.244875967502594,0.007597162388265133,0.00916365534067154,-0.005124032497406006,0.007597162388265133,0.43237602710723877,0.03883437067270279,0.13775792717933655,0.26773032546043396,0,0,0
135,2.7,0.25,0.2491675168275833,0.011716173030436039,0.011745711788535118,-0.000832483172416687,0.011716173030436039,0.4317232370376587,0.03068937361240387,0.27997642755508423,0.24179942905902863,0,0,0
136,2.72,0.25,0.25102823972702026,0.016067219898104668,0.016100088134407997,0.0010282397270202637,0.016067219898104668,0.43141067028045654,0.035875678062438965,0.35317400097846985,0.19867229461669922,0,0,0
137,2.74,0.25,0.24858452379703522,0.015062203630805016,0.01512856688350439,-0.0014154762029647827,0.015062203630805016,0.43137073516845703,0.042302295565605164,0.4333787262439728,0.2747940123081207,0,0,0
138,2.7600000000000002,0.25,0.24575017392635345,0.014324771240353584,0.014941890724003315,-0.004249826073646545,0.014324771240353584,0.43136903643608093,0.05017528682947159,0.45859017968177795,0.19986075162887573,0,0,0
139,2.7800000000000002,0.25,0.24460534751415253,0.013969643972814083,0.014975086785852909,-0.005394652485847473,0.013969643972814083,0.43143871426582336,0.03414023667573929,0.41247376799583435,0.1842990219593048,0,0,0
140,2.8000000000000003,0.25,0.2494944930076599,0.01104646921157837,0.011058029718697071,-0.0005055069923400879,0.01104646921157837,0.43153706192970276,0.032455138862133026,0.4443168640136719,0.23243644833564758,0,0,0
141,2.82,0.25,0.24448463320732117,0.007727460470050573,0.00949383620172739,-0.005515366792678833,0.007727460470050573,0.4317728579044342,0.008814099244773388,0.3218558728694916,0.20049427449703217,0,0,0
142,2.84,0.25,0.24418450891971588,0.003274229820817709,0.006673868279904127,-0.005815491080284119,0.003274229820817709,0.4319267272949219,0.016778796911239624,0.32881370186805725,0.25076693296432495,0,0,0
143,2.86,0.25,0.24809978902339935,0.002473492408171296,0.0031191292218863964,-0.001900210976600647,0.002473492408171296,0.4319532513618469,0.01575568877160549,0.29747000336647034,0.21974460780620575,0,0,0
144,2.88,0.25,0.24870604276657104,0.002606899943202734,0.002910369774326682,-0.001293957233428955,0.002606899943202734,0.43187135457992554,0.02798204869031906,0.27373412251472473,0.19568666815757751,0,0,0
145,2.9,0.25,0.25203320384025574,0.0019035112345591187,0.0027851881459355354,0.0020332038402557373,0.0019035112345591187,0.43151915073394775,0.03984309732913971,0.28628233075141907,0.22425149381160736,0,0,0
146,2.92,0.25,0.24835674464702606,0.0005239263991825283,0.001724757137708366,-0.001643255352973938,0.0005239263991825283,0.43107613921165466,0.0402936153113842,0.26864463090896606,0.2329690307378769,0,0,0
147,2.94,0.25,0.24919863045215607,-0.001338546397164464,0.0015600960468873382,-0.0008013695478439331,-0.001338546397164464,0.4303572475910187,0.01651463843882084,0.2714087665081024,0.22116486728191376,0,0,0
