clip,experiment,func,group,noise,run,scale,term
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-09_20-22-31_s1_scratch_gait_pelvis_feetorient_holdbox_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-10_07-38-46_s1_fromS0_3000_gait_pelvis_feetorient_holdbox_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-10_16-57-26_s1_from7999_hand4_gait_pelvis_feetorient_holdbox_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-10_17-12-27_s1_from7999_hand8_torso_pelvis_rp_stronger_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-11_18-54-53_s1_from7999_hand4_torso_pelvis_rp_stronger_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-12_19-53-42_holdbox,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-12_19-53-42_holdbox,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-12_19-53-42_holdbox,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-12_19-53-42_holdbox,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-12_19-53-42_holdbox,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-12_19-53-42_holdbox,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-12_19-53-42_holdbox,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-12_19-53-42_holdbox,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-12_19-53-42_holdbox,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-12_19-53-42_holdbox,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-12_19-53-42_holdbox,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-12_19-53-42_holdbox,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-12_19-53-42_holdbox,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-12_19-53-42_holdbox,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-12_19-53-42_holdbox,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-14_12-54-00_s1_from12998_hand8_rp_plus04_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,gait_commands
