experiment,func,params,run,term,weight
coopG1S0,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:track_lin_vel_xy_yaw_frame_exp,"{""command_name"": ""base_velocity"", ""std"": 0.5}",2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,track_lin_vel_xy,2.0
coopG1S0,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:track_ang_vel_z_world_exp,"{""command_name"": ""base_velocity"", ""std"": 0.5}",2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,track_ang_vel_z,1.0
coopG1S0,isaaclab.envs.mdp.rewards:is_alive,{},2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,alive,1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_lin_vel_z_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 2.0}",2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,torso_lin_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_ang_vel_xy_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 1.0}",2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,torso_ang_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_upright_bonus_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 4.0}",2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,upright_torso,0.25
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_height_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 10.0, ""target_height"": 0.82}",2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,torso_height,0.5
coopG1S0,isaaclab.envs.mdp.rewards:joint_vel_l2,{},2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,joint_vel,-0.001
coopG1S0,isaaclab.envs.mdp.rewards:joint_acc_l2,{},2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,joint_acc,-2.5e-07
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:action_rate_l2_clipped,"{""max_penalty"": 100.0}",2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,action_rate,-0.05
coopG1S0,isaaclab.envs.mdp.rewards:joint_pos_limits,{},2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,dof_pos_limits,-5.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:energy,{},2026-05-15_21-59-12_coopG1S0_hist5_steadyreward_50k_gui,energy,-2e-05
coopG1S0,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:track_lin_vel_xy_yaw_frame_exp,"{""command_name"": ""base_velocity"", ""std"": 0.5}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,track_lin_vel_xy,2.0
coopG1S0,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:track_ang_vel_z_world_exp,"{""command_name"": ""base_velocity"", ""std"": 0.5}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,track_ang_vel_z,1.0
coopG1S0,isaaclab.envs.mdp.rewards:is_alive,{},2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,alive,1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_lin_vel_z_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 2.0}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,torso_lin_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_ang_vel_xy_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 1.0}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,torso_ang_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_upright_bonus_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 4.0}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,upright_torso,0.25
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_height_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 10.0, ""target_height"": 0.82}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,torso_height,0.5
coopG1S0,isaaclab.envs.mdp.rewards:joint_vel_l2,{},2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,joint_vel,-0.001
coopG1S0,isaaclab.envs.mdp.rewards:joint_acc_l2,{},2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,joint_acc,-2.5e-07
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:action_rate_l2_clipped,"{""max_penalty"": 100.0}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,action_rate,-0.05
coopG1S0,isaaclab.envs.mdp.rewards:joint_pos_limits,{},2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,dof_pos_limits,-5.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:energy,{},2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,energy,-2e-05
coopG1S0,isaaclab.envs.mdp.rewards:joint_deviation_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ["".*_shoulder_.*_joint"", "".*_elbow_joint"", "".*_wrist_.*_joint""], ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,joint_deviation_arms,-0.5
coopG1S0,isaaclab.envs.mdp.rewards:joint_deviation_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ""waist_yaw_joint"", ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,joint_deviation_waists,-1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_body_yaw_alignment_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""reference_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""std"": 0.3}",2026-06-06_13-45-36_s0_clean_arm_waist_yaw_from42600_16k_5k,torso_pelvis_yaw_alignment,2.0
coopG1S0,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:track_lin_vel_xy_yaw_frame_exp,"{""command_name"": ""base_velocity"", ""std"": 0.5}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,track_lin_vel_xy,1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:track_ang_vel_z_body_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""command_name"": ""base_velocity"", ""std"": 0.5}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,track_ang_vel_z,1.5
coopG1S0,isaaclab.envs.mdp.rewards:is_alive,{},2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,alive,1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_lin_vel_z_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 2.0}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,torso_lin_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_ang_vel_xy_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 1.0}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,torso_ang_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_upright_bonus_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 4.0}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,upright_torso,0.25
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_height_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 10.0, ""target_height"": 0.82}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,torso_height,0.5
coopG1S0,isaaclab.envs.mdp.rewards:joint_vel_l2,{},2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,joint_vel,-0.001
coopG1S0,isaaclab.envs.mdp.rewards:joint_acc_l2,{},2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,joint_acc,-2.5e-07
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:action_rate_l2_clipped,"{""max_penalty"": 100.0}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,action_rate,-0.05
coopG1S0,isaaclab.envs.mdp.rewards:joint_pos_limits,{},2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,dof_pos_limits,-5.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:energy,{},2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,energy,-2e-05
coopG1S0,isaaclab.envs.mdp.rewards:joint_deviation_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ["".*_shoulder_.*_joint"", "".*_elbow_joint"", "".*_wrist_.*_joint""], ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,joint_deviation_arms,-0.5
coopG1S0,isaaclab.envs.mdp.rewards:joint_deviation_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ""waist_yaw_joint"", ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,joint_deviation_waists,-1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_body_yaw_alignment_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""reference_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""std"": 0.3}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,torso_pelvis_yaw_alignment,2.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:BipedalGaitReward,"{""foot_height_tar"": 0.1, ""left_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""left_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""left_sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""left_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""right_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""right_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""right_sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""right_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,gait,1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:BipedalGaitEnsureReward,"{""left_sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""left_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""right_sensor_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""right_ankle_roll_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""contact_forces"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-09_11-36-13_s0_gait_bodyyaw_16k_5k,gait_ensure,1.0
coopG1S0,isaaclab_tasks.manager_based.locomotion.velocity.mdp.rewards:track_lin_vel_xy_yaw_frame_exp,"{""command_name"": ""base_velocity"", ""std"": 0.5}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,track_lin_vel_xy,1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:track_ang_vel_z_body_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""command_name"": ""base_velocity"", ""std"": 0.5}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,track_ang_vel_z,1.5
coopG1S0,isaaclab.envs.mdp.rewards:is_alive,{},2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,alive,1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_lin_vel_z_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 2.0}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,torso_lin_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_ang_vel_xy_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 1.0}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,torso_ang_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_upright_bonus_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 4.0}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,upright_torso,0.25
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_height_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 10.0, ""target_height"": 0.82}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,torso_height,0.5
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_ang_vel_xy_body_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 1.0}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,pelvis_ang_vel,0.2
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_upright_bonus_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""lambda_exp"": 4.0}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,upright_pelvis,0.2
coopG1S0,isaaclab.envs.mdp.rewards:joint_vel_l2,{},2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,joint_vel,-0.001
coopG1S0,isaaclab.envs.mdp.rewards:joint_acc_l2,{},2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,joint_acc,-2.5e-07
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:action_rate_l2_clipped,"{""max_penalty"": 100.0}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,action_rate,-0.05
coopG1S0,isaaclab.envs.mdp.rewards:joint_pos_limits,{},2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,dof_pos_limits,-5.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:energy,{},2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,energy,-2e-05
coopG1S0,isaaclab.envs.mdp.rewards:joint_deviation_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ["".*_shoulder_.*_joint"", "".*_elbow_joint"", "".*_wrist_.*_joint""], ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,joint_deviation_arms,-0.5
coopG1S0,isaaclab.envs.mdp.rewards:joint_deviation_l1,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": null, ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": ""waist_yaw_joint"", ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,joint_deviation_waists,-1.0
coopG1S0,isaaclab_nhb.tasks.mdp_nhb.rewards:body_body_yaw_alignment_exp,"{""asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""torso_link"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""reference_asset_cfg"": {""body_ids"": ""slice(None, None, None)"", ""body_names"": ""pelvis"", ""fixed_tendon_ids"": ""slice(None, None, None)"", ""fixed_tendon_names"": null, ""joint_ids"": ""slice(None, None, None)"", ""joint_names"": null, ""name"": ""robot"", ""object_collection_ids"": ""slice(None, None, None)"", ""object_collection_names"": null, ""preserve_order"": false}, ""std"": 0.3}",2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,torso_pelvis_yaw_alignment,2.0
