experiment,path,run,size_bytes,step
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_4000.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,4000
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_4200.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,4200
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_4400.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,4400
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_4600.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,4600
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_4800.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,4800
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_5000.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,5000
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_5200.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,5200
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_5400.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,5400
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_5600.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,5600
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_5800.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,5800
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_6000.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,6000
coopG1S0,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S0/2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k/model_6200.pt,2026-06-09_20-22-44_s0_gait_pelvis_feetorient_16k_5k,10456757,6200
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_42600.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,42600
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_42800.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,42800
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_43000.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,43000
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_43200.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,43200
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_43400.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,43400
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_43600.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,43600
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_43800.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,43800
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_44000.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,44000
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_44200.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,44200
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_44400.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,44400
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_44600.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,44600
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_44800.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,44800
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_45000.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,45000
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_45200.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,45200
coopG1S1,/home/zhaowenhao/isaaclab_nhb/isaaclab_nhb/logs/rsl_rl/coopG1S1/2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless/model_45400.pt,2026-05-28_19-29-28_s1_height2_carrypose_fromS0_50k_headless,10025991,45400
